maintenance_id,train_id,maintenance_type,start_date,end_date,duration_days,cost,technician_employee_id,status,workshop_station_id,notes
MNT00446,TR0017,Engine Overhaul,2024-07-31,2024-08-20,20,470086.55,EMP0397,In Progress,ST065,Routine check completed
MNT00447,TR0092,Pantry Car Cleaning,2024-03-23,2024-04-20,28,333677.79,EMP0212,Completed,ST072,Critical issue found
MNT00448,TR0146,Signaling Equipment,2024-09-10,2024-10-10,30,63919.41,EMP0086,Completed,ST001,Parts replaced
MNT00449,TR0112,Electrical Check,2023-07-11,2023-08-02,22,332089.95,EMP0482,Completed,ST028,Parts replaced
MNT00450,TR0069,AC Servicing,2023-06-13,2023-06-20,7,285696.12,EMP0419,Completed,ST061,Routine check completed
MNT00451,TR0160,AC Servicing,2024-08-16,2024-08-26,10,192440.22,EMP0488,Completed,ST014,Critical issue found
MNT00452,TR0058,Safety Audit,2023-01-07,2023-02-05,29,416949.38,EMP0029,In Progress,ST031,Routine check completed
MNT00453,TR0048,Wheel Replacement,2023-05-14,2023-05-17,3,448636.02,EMP0131,Completed,ST015,Parts replaced
MNT00454,TR0164,Safety Audit,2023-08-31,2023-09-12,12,345425.98,EMP0477,Completed,ST025,Critical issue found
MNT00455,TR0189,Safety Audit,2024-05-17,2024-05-30,13,329134.51,EMP0354,In Progress,ST016,Routine check completed
MNT00456,TR0086,Engine Overhaul,2023-10-12,2023-10-27,15,266731.63,EMP0457,Deferred,ST038,All systems OK
MNT00457,TR0064,Pantry Car Cleaning,2023-09-19,2023-10-10,21,129905.98,EMP0255,Completed,ST064,Routine check completed
MNT00458,TR0075,Wheel Replacement,2024-12-12,2025-01-08,27,286836.81,EMP0354,Completed,ST050,Routine check completed
MNT00459,TR0116,Electrical Check,2024-12-09,2024-12-10,1,492876.32,EMP0070,In Progress,ST036,Critical issue found
MNT00460,TR0074,Scheduled Service,2024-08-29,2024-09-25,27,57736.11,EMP0011,Completed,ST002,Critical issue found
MNT00461,TR0089,Pantry Car Cleaning,2023-03-05,2023-03-29,24,21383.73,EMP0104,Completed,ST061,All systems OK
MNT00462,TR0006,Safety Audit,2023-05-23,2023-06-07,15,52656.45,EMP0006,Completed,ST026,Awaiting spare parts
MNT00463,TR0152,Signaling Equipment,2024-05-10,2024-06-01,22,254591.56,EMP0283,In Progress,ST032,Routine check completed
MNT00464,TR0164,Brake Inspection,2023-07-16,2023-08-04,19,219790.96,EMP0295,Completed,ST027,Awaiting spare parts
MNT00465,TR0189,Electrical Check,2023-08-28,2023-08-31,3,375263.24,EMP0157,In Progress,ST055,All systems OK
MNT00466,TR0068,Signaling Equipment,2024-01-22,2024-01-25,3,104491.63,EMP0452,Scheduled,ST045,Parts replaced
MNT00467,TR0093,Electrical Check,2024-01-06,2024-01-22,16,237798.42,EMP0125,Completed,ST049,Routine check completed
MNT00468,TR0159,Electrical Check,2023-05-29,2023-06-22,24,231170.18,EMP0009,In Progress,ST033,Awaiting spare parts
MNT00469,TR0072,Engine Overhaul,2024-03-04,2024-03-21,17,493692.48,EMP0419,Completed,ST024,Parts replaced
MNT00470,TR0168,Scheduled Service,2024-09-19,2024-09-24,5,419983.39,EMP0259,Completed,ST051,Routine check completed
MNT00471,TR0016,Electrical Check,2024-12-15,2024-12-28,13,390933.94,EMP0244,Deferred,ST044,Parts replaced
MNT00472,TR0169,Wheel Replacement,2023-07-29,2023-08-10,12,38267.69,EMP0406,In Progress,ST020,Parts replaced
MNT00473,TR0098,Signaling Equipment,2023-10-07,2023-10-30,23,11875.2,EMP0370,Completed,ST016,Awaiting spare parts
MNT00474,TR0116,Safety Audit,2023-05-15,2023-05-21,6,255769.47,EMP0156,In Progress,ST021,Awaiting spare parts
MNT00475,TR0109,Wheel Replacement,2024-12-18,2025-01-01,14,213435.92,EMP0149,Completed,ST007,All systems OK
MNT00476,TR0193,Pantry Car Cleaning,2024-06-17,2024-07-11,24,371053.2,EMP0376,Scheduled,ST010,All systems OK
MNT00477,TR0134,Pantry Car Cleaning,2023-10-25,2023-10-26,1,453599.04,EMP0454,Completed,ST002,All systems OK
MNT00478,TR0175,Scheduled Service,2023-06-12,2023-06-29,17,451420.73,EMP0274,Completed,ST052,Critical issue found
MNT00479,TR0154,Wheel Replacement,2023-07-16,2023-08-05,20,131575.38,EMP0498,In Progress,ST011,Parts replaced
MNT00480,TR0041,Engine Overhaul,2024-09-21,2024-10-14,23,478021.88,EMP0112,Completed,ST020,Awaiting spare parts
MNT00481,TR0119,Safety Audit,2023-03-09,2023-04-02,24,356646.03,EMP0161,In Progress,ST060,Parts replaced
MNT00482,TR0057,AC Servicing,2024-08-26,2024-09-19,24,440932.96,EMP0289,Completed,ST036,All systems OK
MNT00483,TR0120,Safety Audit,2023-12-29,2024-01-20,22,434757.88,EMP0131,Completed,ST054,Parts replaced
MNT00484,TR0142,AC Servicing,2023-08-24,2023-08-26,2,365127.15,EMP0057,Completed,ST005,Routine check completed
MNT00485,TR0171,Safety Audit,2024-10-12,2024-11-03,22,166078.49,EMP0151,Scheduled,ST066,Routine check completed
MNT00486,TR0091,Pantry Car Cleaning,2023-12-30,2024-01-09,10,98014.4,EMP0096,Completed,ST016,Critical issue found
MNT00487,TR0057,Electrical Check,2023-07-12,2023-07-26,14,359011.1,EMP0398,In Progress,ST007,Awaiting spare parts
MNT00488,TR0090,Safety Audit,2023-11-17,2023-12-01,14,429360.84,EMP0069,Completed,ST012,Awaiting spare parts
MNT00489,TR0169,Brake Inspection,2024-04-09,2024-04-28,19,7976.52,EMP0201,Cancelled,ST039,Routine check completed
MNT00490,TR0044,Electrical Check,2024-07-08,2024-07-31,23,486157.18,EMP0182,Scheduled,ST030,Routine check completed
MNT00491,TR0032,Scheduled Service,2023-10-14,2023-11-09,26,61378.84,EMP0328,Completed,ST019,Awaiting spare parts
MNT00492,TR0066,AC Servicing,2024-06-27,2024-07-02,5,400365.97,EMP0267,In Progress,ST032,Critical issue found
MNT00493,TR0143,Electrical Check,2023-11-27,2023-12-22,25,22805.1,EMP0283,Completed,ST071,All systems OK
MNT00494,TR0038,Interior Refurbishment,2023-10-17,2023-11-03,17,167738.22,EMP0324,Completed,ST054,Awaiting spare parts
MNT00495,TR0048,Engine Overhaul,2024-07-31,2024-08-17,17,489818.81,EMP0044,Completed,ST014,Awaiting spare parts
MNT00496,TR0061,Pantry Car Cleaning,2023-05-24,2023-05-29,5,250594.38,EMP0005,Completed,ST060,Critical issue found
MNT00497,TR0035,Engine Overhaul,2024-07-30,2024-08-23,24,334727.19,EMP0402,Cancelled,ST001,Awaiting spare parts
MNT00498,TR0079,Interior Refurbishment,2024-07-31,2024-08-02,2,39194.3,EMP0039,Completed,ST021,Routine check completed
MNT00499,TR0183,Safety Audit,2023-11-07,2023-11-10,3,276659.63,EMP0146,In Progress,ST043,Routine check completed
MNT00500,TR0142,Wheel Replacement,2023-02-21,2023-03-11,18,268342.91,EMP0289,Scheduled,ST042,Routine check completed
MNT00501,TR0082,Brake Inspection,2023-03-06,2023-03-31,25,376839.75,EMP0195,Scheduled,ST064,Awaiting spare parts
MNT00502,TR0150,Interior Refurbishment,2023-03-23,2023-04-14,22,405942.25,EMP0142,In Progress,ST039,All systems OK
MNT00503,TR0044,Signaling Equipment,2024-10-09,2024-10-20,11,278390.6,EMP0039,Completed,ST007,Critical issue found
MNT00504,TR0112,Electrical Check,2024-05-10,2024-05-23,13,203470.42,EMP0038,Completed,ST029,Critical issue found
MNT00505,TR0139,Electrical Check,2024-08-02,2024-08-22,20,446591.14,EMP0434,Scheduled,ST075,Parts replaced
MNT00506,TR0180,Brake Inspection,2023-12-22,2023-12-23,1,65159.76,EMP0220,In Progress,ST074,Parts replaced
MNT00507,TR0193,Pantry Car Cleaning,2024-12-07,2024-12-14,7,74528.55,EMP0102,Completed,ST018,Routine check completed
MNT00508,TR0045,Engine Overhaul,2023-05-28,2023-06-27,30,269158.47,EMP0419,Completed,ST029,Critical issue found
MNT00509,TR0059,Engine Overhaul,2024-09-16,2024-09-17,1,100683.49,EMP0119,Cancelled,ST009,Parts replaced
MNT00510,TR0065,Interior Refurbishment,2024-06-08,2024-07-01,23,362681.38,EMP0315,Completed,ST006,Parts replaced
MNT00511,TR0037,Signaling Equipment,2024-01-12,2024-02-09,28,205169.15,EMP0458,Scheduled,ST068,Routine check completed
MNT00512,TR0161,Electrical Check,2024-05-31,2024-06-17,17,25399.84,EMP0184,Completed,ST052,Parts replaced
MNT00513,TR0192,AC Servicing,2024-05-01,2024-05-10,9,306756.9,EMP0215,Completed,ST068,Critical issue found
MNT00514,TR0023,Wheel Replacement,2024-02-10,2024-02-14,4,149288.47,EMP0469,In Progress,ST064,Routine check completed
MNT00515,TR0072,Interior Refurbishment,2023-12-13,2023-12-19,6,492770.48,EMP0025,Completed,ST071,Awaiting spare parts
MNT00516,TR0160,Signaling Equipment,2024-04-11,2024-05-07,26,280297.58,EMP0101,In Progress,ST040,Awaiting spare parts
MNT00517,TR0013,Wheel Replacement,2023-07-21,2023-07-31,10,26208.11,EMP0231,Scheduled,ST050,All systems OK
MNT00518,TR0087,Interior Refurbishment,2024-10-22,2024-10-25,3,355538.47,EMP0128,Completed,ST043,Awaiting spare parts
MNT00519,TR0051,Brake Inspection,2023-09-27,2023-09-29,2,235311.24,EMP0248,Completed,ST025,Parts replaced
MNT00520,TR0156,Signaling Equipment,2023-02-22,2023-03-15,21,59378.66,EMP0037,In Progress,ST056,Routine check completed
MNT00521,TR0028,Signaling Equipment,2023-03-07,2023-03-30,23,230990.44,EMP0010,Completed,ST031,Awaiting spare parts
MNT00522,TR0100,Brake Inspection,2024-10-26,2024-11-14,19,481016.78,EMP0184,Completed,ST019,Critical issue found
MNT00523,TR0013,Brake Inspection,2024-01-26,2024-02-19,24,278844.83,EMP0458,Completed,ST069,Routine check completed
MNT00524,TR0077,Interior Refurbishment,2024-06-16,2024-07-09,23,70834.06,EMP0303,Completed,ST012,Routine check completed
MNT00525,TR0178,Wheel Replacement,2024-05-12,2024-05-30,18,429062.27,EMP0140,Completed,ST054,Awaiting spare parts
MNT00526,TR0166,Safety Audit,2024-12-16,2025-01-14,29,266794.35,EMP0036,Scheduled,ST021,Routine check completed
MNT00527,TR0035,Safety Audit,2023-03-17,2023-03-30,13,375905.16,EMP0163,Completed,ST070,Critical issue found
MNT00528,TR0015,Engine Overhaul,2024-03-03,2024-03-26,23,278702.43,EMP0283,Completed,ST033,Parts replaced
MNT00529,TR0092,Engine Overhaul,2023-02-04,2023-02-27,23,328641.39,EMP0007,Cancelled,ST011,All systems OK
MNT00530,TR0177,Electrical Check,2023-03-25,2023-04-22,28,22074.9,EMP0176,Completed,ST067,Parts replaced
MNT00531,TR0066,Safety Audit,2023-03-20,2023-04-08,19,129050.71,EMP0415,Completed,ST058,Awaiting spare parts
MNT00532,TR0012,Safety Audit,2024-06-04,2024-06-23,19,20147.14,EMP0156,In Progress,ST023,Awaiting spare parts
MNT00533,TR0143,AC Servicing,2024-11-17,2024-12-03,16,384441.01,EMP0047,Completed,ST016,Critical issue found
MNT00534,TR0164,AC Servicing,2024-12-12,2024-12-18,6,423998.35,EMP0019,Scheduled,ST023,Awaiting spare parts
MNT00535,TR0076,Electrical Check,2023-08-30,2023-09-22,23,178728.5,EMP0433,Completed,ST010,Routine check completed
MNT00536,TR0001,Scheduled Service,2023-07-27,2023-08-26,30,277844.91,EMP0296,Completed,ST030,All systems OK
MNT00537,TR0173,Wheel Replacement,2024-05-04,2024-05-22,18,162616.02,EMP0271,Deferred,ST054,Critical issue found
MNT00538,TR0042,Safety Audit,2023-11-08,2023-12-01,23,477788.23,EMP0225,Scheduled,ST051,All systems OK
MNT00539,TR0184,Electrical Check,2023-02-20,2023-03-13,21,304057.97,EMP0465,Completed,ST030,Critical issue found
MNT00540,TR0093,Electrical Check,2024-10-06,2024-11-03,28,126103.7,EMP0191,Scheduled,ST059,Routine check completed
MNT00541,TR0074,Interior Refurbishment,2023-03-21,2023-04-18,28,38872.44,EMP0004,Completed,ST073,All systems OK
MNT00542,TR0194,Safety Audit,2023-07-24,2023-08-06,13,181359.39,EMP0190,Scheduled,ST004,Critical issue found
MNT00543,TR0107,Safety Audit,2023-06-17,2023-06-21,4,242441.13,EMP0246,In Progress,ST035,Routine check completed
MNT00544,TR0193,Wheel Replacement,2024-08-31,2024-09-13,13,352142.53,EMP0345,Completed,ST061,Routine check completed
MNT00545,TR0038,Engine Overhaul,2023-07-18,2023-08-05,18,464862.29,EMP0488,Completed,ST009,All systems OK
MNT00546,TR0196,Engine Overhaul,2024-01-11,2024-02-05,25,236207.26,EMP0380,Completed,ST054,All systems OK
MNT00547,TR0086,Signaling Equipment,2024-07-20,2024-08-18,29,176488.93,EMP0087,Scheduled,ST031,Awaiting spare parts
MNT00548,TR0022,Scheduled Service,2023-01-10,2023-02-08,29,449399.23,EMP0492,Completed,ST060,Routine check completed
MNT00549,TR0148,Signaling Equipment,2024-05-21,2024-06-09,19,493379.77,EMP0078,Scheduled,ST034,Awaiting spare parts
MNT00550,TR0173,Engine Overhaul,2023-02-05,2023-02-26,21,448512.87,EMP0079,Completed,ST032,Routine check completed
MNT00551,TR0060,Signaling Equipment,2023-01-26,2023-02-02,7,455611.47,EMP0379,Completed,ST023,Critical issue found
MNT00552,TR0171,Engine Overhaul,2023-08-12,2023-09-01,20,10448.59,EMP0471,Completed,ST036,All systems OK
MNT00553,TR0067,Electrical Check,2024-11-13,2024-12-04,21,425275.75,EMP0477,In Progress,ST049,Parts replaced
MNT00554,TR0023,Pantry Car Cleaning,2024-07-29,2024-08-28,30,469398.14,EMP0218,Completed,ST002,Parts replaced
MNT00555,TR0073,Signaling Equipment,2024-06-14,2024-06-27,13,169845.18,EMP0305,Completed,ST025,Critical issue found
MNT00556,TR0193,Brake Inspection,2023-01-08,2023-01-12,4,53048.36,EMP0328,Completed,ST007,Awaiting spare parts
MNT00557,TR0110,Electrical Check,2024-06-21,2024-07-11,20,205409.65,EMP0465,Completed,ST013,Critical issue found
MNT00558,TR0040,Interior Refurbishment,2024-07-27,2024-08-03,7,405876.14,EMP0447,Completed,ST063,Routine check completed
MNT00559,TR0054,Safety Audit,2023-07-06,2023-08-02,27,419651.47,EMP0452,Completed,ST033,Critical issue found
MNT00560,TR0190,Signaling Equipment,2024-03-04,2024-03-11,7,161085.21,EMP0442,In Progress,ST068,Awaiting spare parts
MNT00561,TR0122,Brake Inspection,2023-02-17,2023-03-02,13,376735.63,EMP0089,Completed,ST064,Awaiting spare parts
MNT00562,TR0170,Engine Overhaul,2023-12-12,2023-12-14,2,377984.01,EMP0065,Scheduled,ST069,Parts replaced
MNT00563,TR0095,Scheduled Service,2024-08-26,2024-08-29,3,364079.27,EMP0180,Completed,ST041,Routine check completed
MNT00564,TR0153,Interior Refurbishment,2023-09-21,2023-10-08,17,138802.33,EMP0328,Completed,ST012,Parts replaced
MNT00565,TR0119,Pantry Car Cleaning,2023-06-16,2023-06-19,3,20526.93,EMP0177,Completed,ST018,Routine check completed
MNT00566,TR0035,Interior Refurbishment,2024-05-30,2024-06-10,11,170800.49,EMP0352,Completed,ST019,Critical issue found
MNT00567,TR0122,Engine Overhaul,2024-04-04,2024-04-13,9,32118.82,EMP0491,Scheduled,ST065,Awaiting spare parts
MNT00568,TR0139,Brake Inspection,2024-12-19,2024-12-23,4,212902.58,EMP0193,Completed,ST063,Parts replaced
MNT00569,TR0113,Electrical Check,2024-03-16,2024-03-30,14,45251.29,EMP0324,Completed,ST011,Routine check completed
MNT00570,TR0024,AC Servicing,2024-03-12,2024-04-03,22,342237.74,EMP0497,Completed,ST015,All systems OK
MNT00571,TR0191,Interior Refurbishment,2023-05-07,2023-05-19,12,449804.33,EMP0421,Deferred,ST010,Awaiting spare parts
MNT00572,TR0037,Interior Refurbishment,2024-03-14,2024-03-18,4,383986.88,EMP0436,Completed,ST037,Parts replaced
MNT00573,TR0046,Safety Audit,2023-12-01,2023-12-07,6,159204.9,EMP0081,Completed,ST067,Awaiting spare parts
MNT00574,TR0106,Pantry Car Cleaning,2023-12-27,2024-01-17,21,495546.04,EMP0391,Completed,ST054,Awaiting spare parts
MNT00575,TR0163,Safety Audit,2023-04-20,2023-04-21,1,125178.24,EMP0148,Scheduled,ST060,Critical issue found
MNT00576,TR0066,Interior Refurbishment,2024-03-25,2024-04-18,24,66611.52,EMP0446,In Progress,ST058,Awaiting spare parts
MNT00577,TR0180,Interior Refurbishment,2023-07-29,2023-08-14,16,64535.59,EMP0299,Completed,ST013,All systems OK
MNT00578,TR0009,Scheduled Service,2023-09-21,2023-10-16,25,432654.01,EMP0341,Scheduled,ST006,Critical issue found
MNT00579,TR0171,AC Servicing,2023-01-16,2023-01-19,3,143573.41,EMP0115,Scheduled,ST067,Awaiting spare parts
MNT00580,TR0025,Brake Inspection,2023-06-06,2023-06-15,9,86646.11,EMP0245,Completed,ST035,Routine check completed
MNT00581,TR0142,Pantry Car Cleaning,2023-10-26,2023-11-25,30,361664.84,EMP0200,Completed,ST029,Parts replaced
MNT00582,TR0066,Safety Audit,2024-09-30,2024-10-03,3,203229.83,EMP0274,Scheduled,ST045,Awaiting spare parts
MNT00583,TR0145,Electrical Check,2024-11-07,2024-12-05,28,66600.24,EMP0222,Cancelled,ST053,Critical issue found
MNT00584,TR0056,Wheel Replacement,2023-06-17,2023-06-26,9,326360.06,EMP0242,Completed,ST074,Awaiting spare parts
MNT00585,TR0017,Safety Audit,2023-09-06,2023-09-13,7,121241.38,EMP0084,Deferred,ST028,Critical issue found
MNT00586,TR0156,Scheduled Service,2024-05-19,2024-05-22,3,478489.53,EMP0363,Completed,ST030,Parts replaced
MNT00587,TR0068,Scheduled Service,2023-04-19,2023-05-01,12,233612.25,EMP0375,Completed,ST056,Awaiting spare parts
MNT00588,TR0098,Scheduled Service,2024-10-28,2024-11-20,23,31749.26,EMP0335,Deferred,ST006,Critical issue found
MNT00589,TR0121,Electrical Check,2023-03-16,2023-03-23,7,111667.88,EMP0028,Completed,ST020,Critical issue found
MNT00590,TR0063,Signaling Equipment,2024-12-17,2024-12-23,6,194008.21,EMP0231,In Progress,ST002,Critical issue found
MNT00591,TR0059,Interior Refurbishment,2023-03-07,2023-03-30,23,200268.19,EMP0048,Completed,ST033,Critical issue found
MNT00592,TR0119,Pantry Car Cleaning,2023-07-31,2023-08-24,24,426938.35,EMP0407,Scheduled,ST044,Routine check completed
MNT00593,TR0130,AC Servicing,2023-11-10,2023-12-10,30,172330.22,EMP0371,In Progress,ST069,Critical issue found
MNT00594,TR0100,Wheel Replacement,2023-02-10,2023-02-26,16,405887.4,EMP0130,Completed,ST046,Critical issue found
MNT00595,TR0009,Safety Audit,2024-03-11,2024-04-04,24,289062.13,EMP0065,Completed,ST045,Routine check completed
MNT00596,TR0057,Electrical Check,2024-05-03,2024-05-22,19,55633.92,EMP0358,Cancelled,ST074,Critical issue found
MNT00597,TR0023,Scheduled Service,2024-12-27,2025-01-14,18,135758.13,EMP0253,In Progress,ST072,Critical issue found
MNT00598,TR0162,Signaling Equipment,2024-10-13,2024-10-23,10,458837.32,EMP0461,Completed,ST016,Routine check completed
MNT00599,TR0125,Signaling Equipment,2024-09-13,2024-09-14,1,360749.89,EMP0470,In Progress,ST039,Critical issue found
MNT00600,TR0169,Scheduled Service,2024-06-14,2024-07-10,26,250255.63,EMP0475,In Progress,ST070,Routine check completed
MNT00601,TR0067,Electrical Check,2023-08-20,2023-09-04,15,131640.28,EMP0230,Scheduled,ST005,Routine check completed
MNT00602,TR0129,Electrical Check,2024-12-01,2024-12-08,7,8025.58,EMP0204,In Progress,ST046,Routine check completed
MNT00603,TR0084,Interior Refurbishment,2024-12-08,2025-01-07,30,444585.83,EMP0439,Completed,ST017,All systems OK
MNT00604,TR0092,Engine Overhaul,2023-04-05,2023-04-29,24,53492.43,EMP0283,Completed,ST042,Routine check completed
MNT00605,TR0099,Pantry Car Cleaning,2024-10-16,2024-10-17,1,480666.17,EMP0190,Completed,ST062,All systems OK
MNT00606,TR0172,Pantry Car Cleaning,2024-04-17,2024-05-06,19,95812.96,EMP0161,Completed,ST041,Routine check completed
MNT00607,TR0048,Safety Audit,2023-08-25,2023-09-16,22,371844.2,EMP0441,Cancelled,ST060,Routine check completed
MNT00608,TR0065,Engine Overhaul,2023-12-22,2023-12-23,1,458965.22,EMP0462,Scheduled,ST066,Awaiting spare parts
MNT00609,TR0134,Wheel Replacement,2024-04-21,2024-05-19,28,170207.98,EMP0205,Completed,ST074,Parts replaced
MNT00610,TR0176,Electrical Check,2023-09-08,2023-10-02,24,270528.49,EMP0194,Completed,ST069,Critical issue found
MNT00611,TR0057,Pantry Car Cleaning,2024-03-08,2024-03-17,9,473616.92,EMP0083,In Progress,ST034,Critical issue found
MNT00612,TR0128,AC Servicing,2023-12-01,2023-12-09,8,134608.22,EMP0463,Deferred,ST066,Awaiting spare parts
MNT00613,TR0097,Wheel Replacement,2023-08-20,2023-09-16,27,281785.25,EMP0141,Cancelled,ST070,Routine check completed
MNT00614,TR0125,Electrical Check,2024-06-09,2024-07-04,25,88751.38,EMP0171,Completed,ST052,Critical issue found
MNT00615,TR0041,Pantry Car Cleaning,2024-04-30,2024-05-29,29,489972.41,EMP0099,Completed,ST069,All systems OK
MNT00616,TR0096,Interior Refurbishment,2023-07-21,2023-07-25,4,182242.1,EMP0347,Completed,ST054,All systems OK
MNT00617,TR0068,Interior Refurbishment,2023-06-09,2023-06-20,11,343425.37,EMP0318,In Progress,ST024,Critical issue found
MNT00618,TR0115,Signaling Equipment,2024-12-18,2024-12-29,11,445984.63,EMP0412,Completed,ST070,Routine check completed
MNT00619,TR0101,Safety Audit,2023-05-19,2023-06-06,18,318380.46,EMP0490,In Progress,ST069,Routine check completed
MNT00620,TR0065,Pantry Car Cleaning,2023-09-05,2023-09-27,22,208743.89,EMP0083,Completed,ST035,Awaiting spare parts
MNT00621,TR0084,Brake Inspection,2023-07-26,2023-08-05,10,156384.24,EMP0329,Completed,ST054,Awaiting spare parts
MNT00622,TR0067,Engine Overhaul,2023-12-04,2023-12-14,10,412277.57,EMP0414,Completed,ST023,Routine check completed
MNT00623,TR0124,Scheduled Service,2024-08-26,2024-09-09,14,96060.09,EMP0386,Completed,ST014,Awaiting spare parts
MNT00624,TR0058,Scheduled Service,2024-06-15,2024-07-10,25,49586.68,EMP0146,Completed,ST062,Awaiting spare parts
MNT00625,TR0142,Interior Refurbishment,2024-07-23,2024-08-12,20,273519.63,EMP0107,Completed,ST075,Awaiting spare parts
MNT00626,TR0139,Engine Overhaul,2023-03-27,2023-04-13,17,78863.56,EMP0272,Completed,ST004,All systems OK
MNT00627,TR0128,Interior Refurbishment,2023-01-19,2023-02-07,19,299808.99,EMP0021,Completed,ST026,Awaiting spare parts
MNT00628,TR0132,AC Servicing,2024-08-09,2024-08-18,9,435418.68,EMP0310,Completed,ST041,Parts replaced
MNT00629,TR0071,Pantry Car Cleaning,2023-09-17,2023-09-29,12,338108.19,EMP0464,Completed,ST055,Awaiting spare parts
MNT00630,TR0041,Brake Inspection,2024-08-30,2024-09-13,14,137243.72,EMP0306,Completed,ST063,Awaiting spare parts
MNT00631,TR0009,Interior Refurbishment,2024-12-21,2024-12-27,6,114098.31,EMP0289,In Progress,ST030,Routine check completed
MNT00632,TR0086,Brake Inspection,2024-07-27,2024-07-31,4,122128.4,EMP0360,In Progress,ST034,Routine check completed
MNT00633,TR0152,Safety Audit,2024-09-09,2024-10-08,29,260145.19,EMP0415,Completed,ST030,All systems OK
MNT00634,TR0126,Signaling Equipment,2024-03-05,2024-03-19,14,273589.35,EMP0282,Deferred,ST068,All systems OK
MNT00635,TR0134,Electrical Check,2024-12-28,2025-01-26,29,66240.71,EMP0473,Completed,ST026,Parts replaced
MNT00636,TR0018,Brake Inspection,2023-06-15,2023-07-10,25,387730.05,EMP0296,Completed,ST064,Parts replaced
MNT00637,TR0111,Brake Inspection,2023-08-10,2023-09-03,24,237136.6,EMP0425,Completed,ST005,Routine check completed
MNT00638,TR0173,Scheduled Service,2023-09-14,2023-10-02,18,350898.46,EMP0056,Completed,ST017,Parts replaced
MNT00639,TR0136,Safety Audit,2024-03-07,2024-03-14,7,365588.23,EMP0271,Completed,ST002,Parts replaced
MNT00640,TR0147,Brake Inspection,2024-03-28,2024-04-02,5,258856.73,EMP0239,Completed,ST051,Routine check completed
MNT00641,TR0173,AC Servicing,2024-05-06,2024-05-10,4,311588.86,EMP0092,Completed,ST023,Parts replaced
MNT00642,TR0198,Signaling Equipment,2023-03-14,2023-03-21,7,193267.47,EMP0123,Completed,ST030,Critical issue found
MNT00643,TR0180,Interior Refurbishment,2024-02-24,2024-03-08,13,15916.72,EMP0356,In Progress,ST020,Routine check completed
MNT00644,TR0104,Signaling Equipment,2023-04-23,2023-05-20,27,62025.58,EMP0120,Deferred,ST065,All systems OK
MNT00645,TR0134,Wheel Replacement,2023-07-17,2023-07-24,7,449966.47,EMP0062,Completed,ST063,Awaiting spare parts
MNT00646,TR0091,AC Servicing,2023-01-20,2023-02-15,26,66868.15,EMP0013,Completed,ST036,All systems OK
MNT00647,TR0030,Brake Inspection,2023-04-28,2023-05-26,28,278848.61,EMP0261,Completed,ST048,All systems OK
MNT00648,TR0119,Signaling Equipment,2024-03-05,2024-03-09,4,343804.77,EMP0457,Completed,ST042,All systems OK
MNT00649,TR0127,Engine Overhaul,2023-02-06,2023-02-17,11,180184.84,EMP0154,Completed,ST029,Critical issue found
MNT00650,TR0191,Brake Inspection,2024-03-28,2024-04-18,21,115629.37,EMP0421,Completed,ST046,Critical issue found
MNT00651,TR0059,Scheduled Service,2023-07-13,2023-07-25,12,263929.73,EMP0252,Completed,ST013,Critical issue found
MNT00652,TR0115,Engine Overhaul,2024-12-06,2025-01-05,30,317296.66,EMP0400,Completed,ST049,Parts replaced
MNT00653,TR0017,Engine Overhaul,2024-03-20,2024-04-19,30,131452.9,EMP0368,Completed,ST041,Parts replaced
MNT00654,TR0157,AC Servicing,2024-09-27,2024-10-15,18,373302.32,EMP0443,Completed,ST036,All systems OK
MNT00655,TR0181,Wheel Replacement,2023-11-09,2023-11-18,9,136481.89,EMP0403,Completed,ST009,Routine check completed
MNT00656,TR0052,Engine Overhaul,2023-12-31,2024-01-09,9,167555.42,EMP0092,Completed,ST043,Routine check completed
MNT00657,TR0089,Interior Refurbishment,2023-10-26,2023-11-21,26,246936.04,EMP0458,Completed,ST059,Routine check completed
MNT00658,TR0013,AC Servicing,2024-03-12,2024-04-08,27,368960.43,EMP0289,Completed,ST002,Routine check completed
MNT00659,TR0059,Engine Overhaul,2024-06-17,2024-07-03,16,478928.05,EMP0285,Completed,ST021,Critical issue found
MNT00660,TR0005,Brake Inspection,2023-01-16,2023-01-25,9,197844.19,EMP0446,Completed,ST057,Critical issue found
MNT00661,TR0132,Scheduled Service,2023-04-04,2023-05-03,29,467777.78,EMP0077,Completed,ST044,Parts replaced
MNT00662,TR0045,Signaling Equipment,2024-08-13,2024-09-04,22,491722.2,EMP0468,Cancelled,ST040,Critical issue found
MNT00663,TR0006,Engine Overhaul,2023-03-18,2023-03-22,4,347662.19,EMP0447,Completed,ST003,Parts replaced
MNT00664,TR0151,Brake Inspection,2024-04-29,2024-05-25,26,83981.71,EMP0356,Completed,ST018,Critical issue found
MNT00665,TR0118,Wheel Replacement,2023-06-26,2023-07-18,22,65082.82,EMP0414,Cancelled,ST071,Parts replaced
MNT00666,TR0025,AC Servicing,2024-05-22,2024-06-09,18,122769.24,EMP0392,Completed,ST029,Awaiting spare parts
MNT00667,TR0167,Brake Inspection,2024-02-24,2024-03-02,7,468436.6,EMP0244,Scheduled,ST024,Parts replaced
