ticket_id,schedule_id,passenger_id,class,route_id,fare,booking_date,seat_number,coach_number,ticket_status,concession_type
TK0004686,SCH00533,PAS001730,General,RT0066,286.08,2024-02-01,D24,C16,Confirmed,
TK0004687,SCH00629,PAS003225,Sleeper,RT0036,167.12,2023-04-14,D59,C19,Confirmed,Differently Abled
TK0004688,SCH00357,PAS002966,Sleeper,RT0120,1722.67,2024-01-07,D9,C08,Confirmed,Senior Citizen
TK0004689,SCH00520,PAS001206,AC 3 Tier,RT0140,1033.35,2024-08-23,C27,C11,Confirmed,
TK0004690,SCH00841,PAS001624,First Class,RT0105,8299.62,2023-04-28,B34,C16,Confirmed,Differently Abled
TK0004691,SCH00662,PAS001257,Chair Car,RT0081,2961.33,2023-06-08,C13,C16,Cancelled,Senior Citizen
TK0004692,SCH00582,PAS000960,Vistadome,RT0137,4102.69,2024-11-13,E1,C17,Waitlisted,
TK0004693,SCH00694,PAS004833,Vistadome,RT0071,3234.32,2023-02-15,D41,C06,Confirmed,
TK0004694,SCH00134,PAS002148,General,RT0139,736.16,2023-09-14,C43,C19,Confirmed,
TK0004695,SCH00419,PAS004728,AC 3 Tier,RT0058,2182.18,2024-02-26,B26,C03,Confirmed,
TK0004696,SCH00402,PAS004928,Chair Car,RT0095,176.34,2023-04-15,D33,C18,Cancelled,Senior Citizen
TK0004697,SCH00299,PAS000446,General,RT0023,322.89,2024-09-29,C41,C04,RAC,Student
TK0004698,SCH00597,PAS002641,Chair Car,RT0074,814.19,2023-04-11,A16,C09,Confirmed,Differently Abled
TK0004699,SCH00620,PAS004981,Chair Car,RT0050,2603.54,2023-09-27,A38,C06,Confirmed,
TK0004700,SCH00854,PAS004932,Chair Car,RT0043,2379.25,2023-01-31,E53,C17,Confirmed,
TK0004701,SCH00258,PAS002340,General,RT0068,287.25,2024-08-02,E53,C13,Confirmed,Student
TK0004702,SCH00129,PAS000796,Sleeper,RT0036,110.27,2024-12-03,D5,C17,Confirmed,Senior Citizen
TK0004703,SCH00946,PAS000253,Sleeper,RT0019,709.14,2023-05-26,E12,C15,Confirmed,
TK0004704,SCH00985,PAS000120,General,RT0078,523.36,2024-06-26,D23,C01,RAC,
TK0004705,SCH00879,PAS002201,First Class,RT0019,8459.05,2024-06-08,B17,C16,Confirmed,
TK0004706,SCH00411,PAS004055,AC 3 Tier,RT0110,1476.84,2024-04-07,C3,C13,Confirmed,
TK0004707,SCH00978,PAS002517,First Class,RT0029,10378.63,2024-03-31,D50,C15,Confirmed,Senior Citizen
TK0004708,SCH00388,PAS004782,AC 3 Tier,RT0021,2249.4,2023-02-13,E36,C20,Confirmed,Differently Abled
TK0004709,SCH00201,PAS004988,Vistadome,RT0117,3286.9,2024-08-16,B37,C11,Confirmed,
TK0004710,SCH00420,PAS003937,AC 2 Tier,RT0025,5654.73,2023-01-23,C50,C12,Confirmed,
TK0004711,SCH00260,PAS002254,AC 3 Tier,RT0068,1400.48,2023-09-12,B56,C15,Waitlisted,
TK0004712,SCH00003,PAS000115,First Class,RT0032,13996.66,2023-07-08,B27,C11,Waitlisted,Senior Citizen
TK0004713,SCH00118,PAS000463,First Class,RT0027,1477.22,2023-07-18,C51,C12,Confirmed,Differently Abled
TK0004714,SCH00891,PAS004748,Chair Car,RT0067,1583.67,2024-09-10,A1,C16,Cancelled,Senior Citizen
TK0004715,SCH00675,PAS001282,Vistadome,RT0062,2251.19,2024-08-27,C39,C11,Confirmed,
TK0004716,SCH00170,PAS002694,Chair Car,RT0066,1264.88,2024-09-03,C30,C01,Confirmed,Senior Citizen
TK0004717,SCH00618,PAS001505,Chair Car,RT0038,2480.9,2024-07-18,C30,C13,Confirmed,
TK0004718,SCH00678,PAS004265,General,RT0048,536.03,2024-02-13,B36,C01,Confirmed,
TK0004719,SCH00822,PAS000359,Vistadome,RT0132,5268.03,2024-09-02,D8,C15,Confirmed,Military
TK0004720,SCH00428,PAS002575,General,RT0056,274.25,2024-03-04,D41,C17,Confirmed,Student
TK0004721,SCH00924,PAS002624,General,RT0140,217.92,2024-12-06,B35,C04,Confirmed,
TK0004722,SCH00393,PAS003721,Vistadome,RT0039,2124.49,2024-03-31,A34,C11,Waitlisted,Senior Citizen
TK0004723,SCH00932,PAS004123,Chair Car,RT0022,1752.36,2023-02-02,B60,C12,Waitlisted,
TK0004724,SCH00561,PAS000122,AC 2 Tier,RT0123,7368.96,2024-07-19,D14,C08,Confirmed,Military
TK0004725,SCH00657,PAS004478,AC 3 Tier,RT0135,1107.23,2024-05-15,E25,C06,Confirmed,
TK0004726,SCH00023,PAS000781,Sleeper,RT0130,427.34,2024-08-31,B47,C17,Confirmed,
TK0004727,SCH00209,PAS000295,First Class,RT0098,5928.29,2023-03-02,C42,C11,Waitlisted,
TK0004728,SCH00568,PAS002121,Chair Car,RT0034,1753.42,2023-06-06,A20,C20,Confirmed,
TK0004729,SCH00914,PAS003386,AC 3 Tier,RT0036,297.59,2023-05-13,E8,C14,Confirmed,Military
TK0004730,SCH00968,PAS001232,AC 3 Tier,RT0123,4440.41,2024-02-28,E41,C19,Confirmed,Differently Abled
TK0004731,SCH00969,PAS002974,Vistadome,RT0066,3366.88,2024-09-22,E23,C06,Waitlisted,
TK0004732,SCH00646,PAS004697,General,RT0100,493.23,2024-03-23,E42,C10,Confirmed,
TK0004733,SCH00702,PAS004139,AC 2 Tier,RT0145,1956.89,2023-05-15,D31,C12,Cancelled,Student
TK0004734,SCH00238,PAS000050,Chair Car,RT0062,858.72,2023-01-20,B10,C19,Confirmed,Military
TK0004735,SCH00580,PAS000727,Chair Car,RT0077,1844.3,2023-07-07,B43,C05,Confirmed,
TK0004736,SCH00553,PAS000991,AC 2 Tier,RT0102,7842.45,2023-04-17,B60,C11,Confirmed,
TK0004737,SCH00406,PAS003516,First Class,RT0082,10159.93,2023-11-26,D38,C04,Confirmed,Senior Citizen
TK0004738,SCH00473,PAS000218,AC 2 Tier,RT0121,4020.49,2023-11-16,A50,C08,Waitlisted,Student
TK0004739,SCH00667,PAS001367,Vistadome,RT0060,4445.85,2024-10-09,D59,C14,Confirmed,
TK0004740,SCH00572,PAS001739,AC 3 Tier,RT0018,919.41,2024-03-24,D34,C10,Confirmed,Student
TK0004741,SCH00402,PAS002670,AC 2 Tier,RT0040,1283.8,2024-02-27,A13,C07,Confirmed,
TK0004742,SCH00789,PAS001667,First Class,RT0028,12240.54,2024-04-22,E54,C09,Confirmed,Senior Citizen
TK0004743,SCH00897,PAS004028,Sleeper,RT0046,1359.46,2023-10-17,D32,C04,Confirmed,
TK0004744,SCH00439,PAS002077,Chair Car,RT0100,1052.83,2023-07-02,B53,C18,Confirmed,Student
TK0004745,SCH00692,PAS001379,First Class,RT0036,1346.14,2023-09-24,C43,C15,Confirmed,Student
TK0004746,SCH00373,PAS001417,General,RT0064,814.04,2023-03-06,B32,C14,Confirmed,
TK0004747,SCH00646,PAS000328,AC 3 Tier,RT0045,780.41,2023-02-26,A36,C10,Cancelled,Student
TK0004748,SCH00773,PAS000738,Chair Car,RT0023,820.91,2024-11-22,A34,C17,Confirmed,Military
TK0004749,SCH00790,PAS000947,First Class,RT0075,11379.7,2023-08-28,B2,C05,Confirmed,
TK0004750,SCH00523,PAS001809,AC 3 Tier,RT0084,406.2,2023-06-10,C35,C12,RAC,Differently Abled
TK0004751,SCH00512,PAS001472,First Class,RT0142,3147.69,2024-06-07,A23,C11,Confirmed,Differently Abled
TK0004752,SCH00090,PAS004752,AC 3 Tier,RT0003,565.75,2023-09-27,C33,C10,Cancelled,
TK0004753,SCH00066,PAS002886,AC 2 Tier,RT0078,6582.87,2023-04-30,B55,C19,Confirmed,
TK0004754,SCH00028,PAS004007,Chair Car,RT0140,522.78,2023-07-23,C10,C08,Confirmed,
TK0004755,SCH00979,PAS001604,Chair Car,RT0126,140.31,2023-01-29,D38,C20,Confirmed,Differently Abled
TK0004756,SCH00592,PAS000993,AC 3 Tier,RT0048,3174.6,2023-03-03,A22,C17,Confirmed,Student
TK0004757,SCH00504,PAS002147,Vistadome,RT0136,3400.82,2024-06-16,A17,C17,Confirmed,Senior Citizen
TK0004758,SCH00407,PAS002350,AC 3 Tier,RT0051,3563.3,2023-03-17,D38,C07,Confirmed,Student
TK0004759,SCH00116,PAS002450,Chair Car,RT0120,2177.44,2023-06-17,A36,C02,Confirmed,
TK0004760,SCH00467,PAS001867,First Class,RT0137,9092.67,2024-01-30,A22,C13,Confirmed,Differently Abled
TK0004761,SCH00711,PAS001903,AC 3 Tier,RT0132,4822.27,2023-01-04,A27,C13,Confirmed,
TK0004762,SCH00758,PAS003858,Sleeper,RT0088,1268.88,2024-10-08,C13,C10,Confirmed,
TK0004763,SCH00409,PAS002782,Sleeper,RT0036,152.03,2024-03-29,D6,C11,Confirmed,
TK0004764,SCH00322,PAS002748,First Class,RT0070,5660.44,2023-02-24,C37,C20,Confirmed,
TK0004765,SCH00046,PAS004199,Vistadome,RT0051,4931.53,2023-12-10,A34,C15,RAC,Senior Citizen
TK0004766,SCH00931,PAS004581,Sleeper,RT0068,758.57,2023-08-28,E27,C12,Confirmed,
TK0004767,SCH01000,PAS002981,Vistadome,RT0111,3201.01,2024-05-20,C43,C17,Confirmed,Senior Citizen
TK0004768,SCH00121,PAS001148,AC 2 Tier,RT0062,2338.1,2024-10-06,A22,C07,Confirmed,Student
TK0004769,SCH00113,PAS002915,Chair Car,RT0099,1562.07,2023-05-16,D2,C10,Confirmed,Senior Citizen
TK0004770,SCH00982,PAS002341,AC 2 Tier,RT0022,6667.93,2024-09-12,D58,C03,Confirmed,
TK0004771,SCH00282,PAS002606,AC 3 Tier,RT0129,3593.77,2023-02-16,A22,C08,Cancelled,
TK0004772,SCH00422,PAS000092,Sleeper,RT0009,425.37,2024-02-25,E9,C06,Confirmed,
TK0004773,SCH00283,PAS004640,Chair Car,RT0084,346.63,2023-03-21,D23,C14,Confirmed,
TK0004774,SCH00870,PAS002528,Chair Car,RT0056,866.25,2024-01-23,B11,C06,Waitlisted,Senior Citizen
TK0004775,SCH00230,PAS001184,Chair Car,RT0075,2632.05,2023-01-21,D31,C17,Cancelled,
TK0004776,SCH00645,PAS001842,Chair Car,RT0033,1673.97,2023-12-07,D24,C16,Confirmed,
TK0004777,SCH00081,PAS004224,First Class,RT0054,1786.82,2023-07-06,D30,C15,Confirmed,
TK0004778,SCH00323,PAS004753,First Class,RT0133,5491.94,2023-10-28,C15,C13,Waitlisted,
TK0004779,SCH00490,PAS000802,Chair Car,RT0029,1344.72,2023-05-04,C12,C08,Confirmed,Student
TK0004780,SCH00072,PAS004561,AC 3 Tier,RT0116,2165.72,2024-08-01,D4,C08,Waitlisted,
TK0004781,SCH00202,PAS001015,First Class,RT0132,12868.44,2024-05-03,B16,C13,Waitlisted,
TK0004782,SCH00606,PAS003477,Vistadome,RT0057,1069.87,2024-10-24,E28,C20,Confirmed,
TK0004783,SCH00461,PAS000297,Sleeper,RT0027,207.4,2023-06-25,C22,C07,Confirmed,
TK0004784,SCH00136,PAS001243,Sleeper,RT0122,848,2024-10-15,A10,C17,RAC,
TK0004785,SCH00413,PAS002196,AC 3 Tier,RT0008,3602.03,2023-06-29,E4,C03,Confirmed,
TK0004786,SCH00990,PAS000129,AC 3 Tier,RT0032,3947.8,2024-12-07,C4,C06,Confirmed,
TK0004787,SCH00072,PAS001353,Chair Car,RT0003,515.68,2024-02-12,C27,C19,Confirmed,Military
TK0004788,SCH00364,PAS002689,General,RT0064,833.23,2024-07-15,D22,C09,Cancelled,
TK0004789,SCH00799,PAS001369,Vistadome,RT0018,1424.42,2024-06-15,A36,C11,Cancelled,
TK0004790,SCH00841,PAS002175,General,RT0112,524.91,2023-05-01,E31,C03,Confirmed,
TK0004791,SCH00341,PAS000286,First Class,RT0007,5205.52,2023-04-29,A57,C02,RAC,
TK0004792,SCH00319,PAS002671,AC 3 Tier,RT0123,3871.15,2024-12-26,E48,C18,Waitlisted,
TK0004793,SCH00178,PAS002151,Vistadome,RT0040,1675.93,2024-02-26,C14,C09,Confirmed,
TK0004794,SCH00272,PAS001035,AC 2 Tier,RT0056,3065.56,2024-02-13,A51,C09,Confirmed,Military
TK0004795,SCH00800,PAS002390,General,RT0090,444.42,2023-12-08,D57,C17,Confirmed,
TK0004796,SCH00606,PAS001388,AC 2 Tier,RT0062,1986.24,2024-10-01,B59,C16,Confirmed,Student
TK0004797,SCH00461,PAS003638,AC 3 Tier,RT0005,1457.19,2024-02-05,E24,C12,Confirmed,
TK0004798,SCH00688,PAS004814,Vistadome,RT0011,652.22,2024-07-20,D16,C10,Confirmed,
TK0004799,SCH00486,PAS004957,First Class,RT0113,9494.75,2024-08-27,B22,C16,Confirmed,
TK0004800,SCH00940,PAS004094,General,RT0042,210.65,2024-03-28,E39,C03,Confirmed,Military
TK0004801,SCH00331,PAS002970,AC 3 Tier,RT0114,1345.04,2023-02-06,B3,C02,Confirmed,Differently Abled
TK0004802,SCH00730,PAS004903,General,RT0106,494.58,2024-01-11,E23,C05,Confirmed,
TK0004803,SCH00039,PAS003953,Chair Car,RT0118,791.91,2023-03-26,E6,C11,Confirmed,
TK0004804,SCH00706,PAS001348,AC 3 Tier,RT0118,1660.78,2023-02-16,B24,C13,Confirmed,
TK0004805,SCH00605,PAS000765,First Class,RT0085,15769.13,2024-07-20,B17,C20,Waitlisted,
TK0004806,SCH00958,PAS000473,General,RT0126,33.2,2024-07-29,E14,C19,Confirmed,
TK0004807,SCH00963,PAS001233,Vistadome,RT0131,2684.34,2023-12-09,A8,C18,Waitlisted,Student
TK0004808,SCH00240,PAS004196,Chair Car,RT0011,249.18,2023-01-10,B1,C14,Confirmed,
TK0004809,SCH00676,PAS002231,AC 3 Tier,RT0076,916.49,2023-01-10,C55,C18,Confirmed,
TK0004810,SCH00092,PAS003688,Vistadome,RT0114,2022.81,2024-06-22,D19,C10,Confirmed,Student
TK0004811,SCH00757,PAS001147,First Class,RT0112,10746.69,2024-04-08,B37,C03,Confirmed,
TK0004812,SCH00575,PAS001899,Vistadome,RT0115,3201.19,2023-05-19,E35,C05,Waitlisted,Student
TK0004813,SCH00921,PAS004180,Vistadome,RT0116,2992.59,2023-07-07,C34,C11,Confirmed,Senior Citizen
TK0004814,SCH00540,PAS004622,First Class,RT0142,4720.86,2023-03-16,B59,C13,Confirmed,Student
TK0004815,SCH00444,PAS004753,First Class,RT0019,8498.08,2024-09-20,E58,C15,Waitlisted,Military
TK0004816,SCH00272,PAS000971,Sleeper,RT0133,505.26,2024-01-18,D26,C06,Confirmed,Senior Citizen
TK0004817,SCH00587,PAS002064,General,RT0115,486.97,2024-03-14,A26,C04,Confirmed,
TK0004818,SCH00820,PAS000002,AC 3 Tier,RT0113,3499.29,2024-09-15,B58,C01,Confirmed,
TK0004819,SCH00781,PAS002940,First Class,RT0058,7591.41,2023-04-04,C23,C05,Confirmed,
TK0004820,SCH00103,PAS001647,AC 2 Tier,RT0054,961.48,2024-03-14,C53,C16,Confirmed,Student
TK0004821,SCH00850,PAS003074,First Class,RT0082,13663.06,2024-12-15,C10,C02,Cancelled,
TK0004822,SCH00387,PAS003209,Vistadome,RT0073,482.92,2023-08-31,A29,C02,Confirmed,
TK0004823,SCH00526,PAS000516,AC 2 Tier,RT0069,2128.33,2024-11-14,B5,C01,Confirmed,
TK0004824,SCH00753,PAS000308,Chair Car,RT0024,661.77,2023-01-21,C53,C10,Confirmed,Senior Citizen
TK0004825,SCH00634,PAS001846,AC 2 Tier,RT0051,5865.43,2024-10-18,E49,C05,Confirmed,
TK0004826,SCH00350,PAS004547,General,RT0149,113.49,2024-05-14,E47,C03,Confirmed,
TK0004827,SCH00794,PAS001146,Vistadome,RT0065,5882.44,2023-03-25,C29,C02,Confirmed,Senior Citizen
TK0004828,SCH00840,PAS003675,Sleeper,RT0033,1124.02,2023-12-31,B35,C08,Confirmed,Student
TK0004829,SCH00742,PAS004757,First Class,RT0116,8501.43,2023-05-30,A39,C20,Cancelled,Senior Citizen
TK0004830,SCH00983,PAS001086,Vistadome,RT0003,1094.54,2023-12-12,D37,C12,Confirmed,Senior Citizen
TK0004831,SCH00888,PAS002979,Sleeper,RT0121,890.93,2023-05-24,E7,C09,Confirmed,Differently Abled
TK0004832,SCH00808,PAS001388,AC 2 Tier,RT0049,4781.03,2024-10-08,D1,C11,Confirmed,Differently Abled
TK0004833,SCH00678,PAS000811,Sleeper,RT0081,1228.83,2024-02-04,D7,C08,Confirmed,
TK0004834,SCH00248,PAS002443,AC 3 Tier,RT0066,1751.88,2024-03-03,E50,C03,Confirmed,
TK0004835,SCH00947,PAS002046,Chair Car,RT0098,1262.15,2024-03-03,E59,C14,Confirmed,Student
TK0004836,SCH00203,PAS001577,Sleeper,RT0031,629.79,2023-05-05,C51,C20,Cancelled,
TK0004837,SCH00146,PAS000477,Vistadome,RT0127,2284.28,2024-01-05,E51,C07,Confirmed,Student
TK0004838,SCH00283,PAS000050,First Class,RT0064,11646.43,2024-07-29,D2,C20,Confirmed,
TK0004839,SCH00094,PAS002064,AC 2 Tier,RT0065,8727.13,2024-07-17,B4,C07,Confirmed,
TK0004840,SCH00434,PAS002659,Chair Car,RT0096,827.76,2024-05-14,E8,C05,Confirmed,Differently Abled
TK0004841,SCH00279,PAS000473,First Class,RT0100,6427.36,2023-06-13,B45,C19,Confirmed,
TK0004842,SCH00014,PAS003668,General,RT0046,622.46,2023-04-12,B26,C04,Cancelled,
TK0004843,SCH00436,PAS001633,Sleeper,RT0045,264.78,2023-05-23,B59,C13,Cancelled,Senior Citizen
TK0004844,SCH00392,PAS004504,AC 3 Tier,RT0073,274.31,2023-08-15,B48,C17,Confirmed,Student
TK0004845,SCH00744,PAS003558,First Class,RT0017,1340.44,2023-07-10,C60,C20,Waitlisted,
TK0004846,SCH00930,PAS003620,First Class,RT0119,12988.86,2024-12-25,E29,C14,Confirmed,
TK0004847,SCH00091,PAS001361,AC 2 Tier,RT0071,3769.47,2024-11-10,C25,C01,Confirmed,
TK0004848,SCH00633,PAS001839,Chair Car,RT0121,1286.37,2024-10-03,B19,C04,Confirmed,Senior Citizen
TK0004849,SCH00633,PAS004416,Chair Car,RT0027,324.07,2023-11-05,B21,C01,Confirmed,
TK0004850,SCH00329,PAS001541,First Class,RT0055,10922.47,2023-10-08,B21,C01,RAC,Military
TK0004851,SCH00787,PAS000104,First Class,RT0123,13948.9,2023-02-04,B54,C07,Confirmed,Student
TK0004852,SCH00940,PAS003716,General,RT0027,77.34,2024-09-11,E25,C16,Confirmed,
TK0004853,SCH00582,PAS004313,AC 3 Tier,RT0142,1161.72,2023-09-10,E35,C16,Confirmed,Student
TK0004854,SCH00978,PAS004154,Chair Car,RT0124,354.01,2024-05-22,B33,C03,Waitlisted,
TK0004855,SCH00385,PAS003013,First Class,RT0107,8385.45,2023-08-17,A42,C05,Confirmed,
TK0004856,SCH00131,PAS002526,First Class,RT0145,3583.69,2023-05-31,B24,C20,Confirmed,Student
TK0004857,SCH00090,PAS003557,First Class,RT0078,11912.05,2024-03-07,A32,C09,Confirmed,
TK0004858,SCH00608,PAS000337,Sleeper,RT0057,213.37,2024-05-03,B60,C18,Confirmed,Military
TK0004859,SCH00922,PAS001853,AC 3 Tier,RT0042,995.49,2024-11-10,D53,C15,Waitlisted,
TK0004860,SCH00437,PAS003932,Chair Car,RT0016,960.44,2024-11-23,A9,C17,Confirmed,
TK0004861,SCH00087,PAS002038,Chair Car,RT0037,220.44,2023-04-07,D47,C11,Cancelled,Differently Abled
TK0004862,SCH00186,PAS004197,AC 2 Tier,RT0058,4225.34,2024-12-28,D13,C06,Cancelled,
TK0004863,SCH00172,PAS000582,First Class,RT0015,12289.83,2023-10-11,A29,C11,Confirmed,
TK0004864,SCH00274,PAS003956,Vistadome,RT0145,1504.81,2024-10-07,E18,C03,Confirmed,
TK0004865,SCH00131,PAS004563,Vistadome,RT0134,2108.97,2024-05-10,D4,C12,Waitlisted,
TK0004866,SCH00431,PAS004211,Vistadome,RT0099,4206.35,2023-08-23,E4,C04,Confirmed,Military
TK0004867,SCH00396,PAS000868,General,RT0026,252.85,2023-11-27,D58,C13,Waitlisted,
TK0004868,SCH00089,PAS002132,Vistadome,RT0117,3025.04,2023-04-17,A48,C19,Confirmed,
TK0004869,SCH00407,PAS002851,AC 3 Tier,RT0052,1810.61,2024-06-18,D56,C15,Waitlisted,Senior Citizen
TK0004870,SCH00749,PAS002646,AC 2 Tier,RT0066,3261.02,2023-10-02,C23,C14,Confirmed,
TK0004871,SCH00336,PAS002127,AC 3 Tier,RT0120,4447.02,2023-10-18,D56,C04,Cancelled,
TK0004872,SCH00343,PAS002567,Sleeper,RT0111,698.79,2024-09-25,D32,C02,Confirmed,Student
TK0004873,SCH00280,PAS004469,AC 2 Tier,RT0092,3661.03,2024-03-17,E45,C02,Confirmed,
TK0004874,SCH00756,PAS003477,Sleeper,RT0019,855.17,2024-11-13,C57,C02,Confirmed,
TK0004875,SCH00319,PAS001466,AC 3 Tier,RT0047,3174.12,2024-06-19,B35,C13,Cancelled,
TK0004876,SCH00686,PAS004343,Sleeper,RT0114,674.36,2023-09-12,A17,C08,Confirmed,Student
TK0004877,SCH00036,PAS001424,Sleeper,RT0103,1104.06,2024-07-15,E14,C14,Confirmed,
TK0004878,SCH00532,PAS003771,Vistadome,RT0026,1990.86,2023-03-06,D14,C18,Confirmed,
TK0004879,SCH00158,PAS002051,Chair Car,RT0012,2563.74,2023-09-29,A51,C05,Confirmed,
TK0004880,SCH00264,PAS000050,AC 2 Tier,RT0010,1057.49,2023-06-24,C37,C03,Confirmed,Student
TK0004881,SCH00049,PAS004443,Sleeper,RT0143,1021.68,2023-03-21,D37,C15,Confirmed,Senior Citizen
TK0004882,SCH00154,PAS002301,Vistadome,RT0018,1460.5,2023-03-29,C12,C05,Confirmed,
TK0004883,SCH00904,PAS002598,AC 2 Tier,RT0144,6730.68,2023-04-20,A55,C02,Confirmed,Military
TK0004884,SCH00065,PAS000933,Vistadome,RT0057,1192.27,2024-09-25,C3,C15,Confirmed,
TK0004885,SCH00184,PAS003520,Chair Car,RT0102,2202.13,2024-02-26,D21,C19,Confirmed,Military
TK0004886,SCH00526,PAS003882,AC 2 Tier,RT0094,6834.36,2024-06-27,C43,C11,Cancelled,Military
TK0004887,SCH00553,PAS003666,Chair Car,RT0149,367.04,2024-12-04,B11,C08,Confirmed,
TK0004888,SCH00880,PAS002464,AC 3 Tier,RT0147,1933.57,2023-10-04,C41,C05,Cancelled,
TK0004889,SCH00092,PAS003633,AC 2 Tier,RT0054,1039.62,2023-03-20,E45,C14,Cancelled,
TK0004890,SCH00225,PAS003382,AC 3 Tier,RT0031,2114.59,2024-10-01,B59,C16,Confirmed,
TK0004891,SCH00754,PAS000517,Sleeper,RT0113,1555.22,2024-02-23,E4,C05,Confirmed,Student
TK0004892,SCH00419,PAS003910,Vistadome,RT0002,5708.88,2023-11-09,D56,C16,Confirmed,Student
TK0004893,SCH00270,PAS003948,Vistadome,RT0067,4763.29,2024-08-20,C54,C02,Cancelled,Senior Citizen
TK0004894,SCH00760,PAS004530,Chair Car,RT0036,194.06,2023-10-17,C43,C15,Waitlisted,
TK0004895,SCH00126,PAS004372,AC 2 Tier,RT0086,4079.53,2023-05-22,D21,C10,Confirmed,
TK0004896,SCH00970,PAS003518,First Class,RT0143,9111.41,2023-12-10,D32,C14,Cancelled,Senior Citizen
TK0004897,SCH00586,PAS003514,General,RT0117,361.79,2023-04-26,B50,C17,Confirmed,Senior Citizen
TK0004898,SCH00548,PAS001402,AC 2 Tier,RT0057,1377.68,2024-03-07,A2,C12,Confirmed,
TK0004899,SCH00840,PAS003645,Chair Car,RT0002,1764.74,2023-05-27,C55,C19,Confirmed,Student
TK0004900,SCH00259,PAS000392,Vistadome,RT0112,5592.14,2024-07-15,D46,C14,Confirmed,Military
TK0004901,SCH00819,PAS003318,AC 2 Tier,RT0012,7774.15,2023-11-28,C25,C06,Confirmed,
TK0004902,SCH00773,PAS003484,First Class,RT0052,7363.52,2023-08-01,A14,C07,Confirmed,Student
TK0004903,SCH00777,PAS003863,AC 2 Tier,RT0136,4623.48,2023-07-26,E4,C15,Confirmed,
TK0004904,SCH00681,PAS002884,General,RT0062,291.83,2023-03-16,B44,C03,Confirmed,
TK0004905,SCH00371,PAS002752,AC 3 Tier,RT0148,530.44,2024-12-06,C34,C20,Confirmed,
TK0004906,SCH00518,PAS003344,Sleeper,RT0030,1275.18,2024-07-01,E23,C11,Confirmed,
TK0004907,SCH00333,PAS002194,Chair Car,RT0021,1643.73,2024-04-01,B21,C12,Waitlisted,
TK0004908,SCH00834,PAS004193,Vistadome,RT0019,4547.86,2023-02-24,D54,C17,Confirmed,
TK0004909,SCH00931,PAS001223,Vistadome,RT0141,1484.88,2023-12-20,D50,C08,Confirmed,
TK0004910,SCH00791,PAS000629,Sleeper,RT0052,815.89,2023-04-05,B23,C18,Cancelled,Military
TK0004911,SCH00629,PAS002683,AC 3 Tier,RT0083,2491.78,2023-10-25,A2,C19,Confirmed,
TK0004912,SCH00043,PAS000260,General,RT0137,716.21,2023-01-05,D16,C07,Waitlisted,Military
TK0004913,SCH00400,PAS002841,General,RT0058,503.28,2024-11-01,B52,C11,Confirmed,
TK0004914,SCH00215,PAS004255,Sleeper,RT0003,253.12,2024-12-27,E22,C17,Waitlisted,
TK0004915,SCH00008,PAS001022,General,RT0047,736.73,2024-01-21,C56,C04,RAC,
TK0004916,SCH00161,PAS001955,AC 2 Tier,RT0137,5097.92,2024-11-19,B19,C15,Confirmed,Senior Citizen
TK0004917,SCH00334,PAS000979,AC 2 Tier,RT0024,1798.3,2024-07-01,B33,C12,Confirmed,Student
TK0004918,SCH00364,PAS004282,First Class,RT0024,2799.31,2023-11-01,D41,C20,Waitlisted,
TK0004919,SCH00121,PAS001793,General,RT0109,793.56,2023-08-03,A41,C04,RAC,Senior Citizen
TK0004920,SCH00713,PAS004450,AC 3 Tier,RT0145,852.45,2024-11-07,E32,C11,Confirmed,
TK0004921,SCH00693,PAS000820,AC 3 Tier,RT0149,611.58,2024-03-28,A18,C06,Confirmed,
TK0004922,SCH00180,PAS004079,AC 2 Tier,RT0098,2824.26,2023-03-25,E8,C14,Waitlisted,
TK0004923,SCH00212,PAS003881,AC 3 Tier,RT0007,1456.81,2024-10-03,A38,C02,Confirmed,Senior Citizen
TK0004924,SCH00976,PAS000681,Vistadome,RT0058,3453.59,2023-06-19,C7,C01,Confirmed,
TK0004925,SCH00876,PAS000433,First Class,RT0060,8770.79,2023-01-18,C30,C13,Confirmed,
TK0004926,SCH00739,PAS000850,First Class,RT0075,13066.11,2024-03-03,A56,C20,Waitlisted,Student
TK0004927,SCH00321,PAS004601,Chair Car,RT0092,1166.77,2024-10-11,A34,C20,Confirmed,Differently Abled
TK0004928,SCH00477,PAS002057,First Class,RT0063,2587.7,2024-10-21,E19,C11,Waitlisted,Student
TK0004929,SCH00706,PAS001633,Chair Car,RT0110,689.58,2024-12-20,A39,C01,Confirmed,
TK0004930,SCH00734,PAS003183,AC 2 Tier,RT0069,1672.96,2023-12-05,C17,C04,RAC,
TK0004931,SCH00231,PAS001331,Chair Car,RT0108,1608.99,2024-07-22,D41,C14,RAC,
TK0004932,SCH00996,PAS004616,First Class,RT0042,3377.77,2024-10-19,D14,C12,Cancelled,Senior Citizen
TK0004933,SCH00897,PAS001697,AC 2 Tier,RT0033,6254.42,2024-11-28,B30,C15,Confirmed,
TK0004934,SCH00039,PAS003971,First Class,RT0102,11996.61,2023-02-19,A60,C19,Waitlisted,Differently Abled
TK0004935,SCH00898,PAS002510,AC 2 Tier,RT0147,2326.5,2023-03-31,C18,C10,Confirmed,Senior Citizen
