booking_id,ticket_id,booking_date,booking_channel,base_fare,convenience_fee,total_amount,booking_status,pnr_number
BK0003307,TK0003307,2023-02-17,Agent,1349.29,0,1349.29,Confirmed,PNR2646046986
BK0003308,TK0003308,2024-10-15,IRCTC,302.45,29.21,331.66,Confirmed,PNR8518382468
BK0003309,TK0003309,2024-09-30,IRCTC,339.01,17.17,356.18,Pending,PNR6126422025
BK0003310,TK0003310,2023-12-20,Mobile App,1026.86,44,1070.86,Confirmed,PNR5508534588
BK0003311,TK0003311,2024-09-28,Mobile App,330.66,16.16,346.82,Confirmed,PNR2251613214
BK0003312,TK0003312,2023-08-31,Counter,248.72,0,248.72,Confirmed,PNR7221405096
BK0003313,TK0003313,2023-06-02,IRCTC,5141.99,23.51,5165.5,Cancelled,PNR1442298324
BK0003314,TK0003314,2023-06-26,Counter,4507.71,0,4507.71,Confirmed,PNR5878797873
BK0003315,TK0003315,2023-03-24,Online,561.66,45.38,607.04,Confirmed,PNR1383874331
BK0003316,TK0003316,2024-05-17,Mobile App,2245.69,10.97,2256.66,Confirmed,PNR1009460755
BK0003317,TK0003317,2023-08-29,Mobile App,3764.83,14.28,3779.11,Confirmed,PNR3512274631
BK0003318,TK0003318,2023-03-29,Mobile App,3632.02,49.22,3681.24,Confirmed,PNR4888202522
BK0003319,TK0003319,2023-04-19,Counter,3395.17,0,3395.17,Confirmed,PNR9216240539
BK0003320,TK0003320,2023-02-10,Mobile App,824.56,30.44,855,Cancelled,PNR8491222605
BK0003321,TK0003321,2023-03-24,Counter,5852.67,0,5852.67,Confirmed,PNR4503130190
BK0003322,TK0003322,2023-12-04,Counter,5461.2,0,5461.2,Cancelled,PNR5285949939
BK0003323,TK0003323,2024-05-24,Mobile App,5255.73,10.63,5266.36,Confirmed,PNR3493751458
BK0003324,TK0003324,2024-01-17,Counter,4708.75,0,4708.75,Confirmed,PNR8102011256
BK0003325,TK0003325,2024-03-28,Online,4409.17,29.51,4438.68,Cancelled,PNR1596605233
BK0003326,TK0003326,2024-03-20,IRCTC,2432.33,13.54,2445.87,Confirmed,PNR6924587559
BK0003327,TK0003327,2023-07-19,Online,2208.44,31.22,2239.66,Confirmed,PNR4549722096
BK0003328,TK0003328,2024-12-26,Agent,5032.78,0,5032.78,Confirmed,PNR9510920877
BK0003329,TK0003329,2023-02-20,IRCTC,592.49,35.34,627.83,Confirmed,PNR2597045785
BK0003330,TK0003330,2024-08-12,Online,3193.44,27.61,3221.05,Confirmed,PNR3282592752
BK0003331,TK0003331,2024-05-11,Agent,2568.85,0,2568.85,Confirmed,PNR6473266200
BK0003332,TK0003332,2023-03-01,Agent,1606.01,0,1606.01,Cancelled,PNR2497890006
BK0003333,TK0003333,2024-03-02,Agent,495.39,0,495.39,Confirmed,PNR5982194681
BK0003334,TK0003334,2024-03-02,Counter,3996.34,0,3996.34,Confirmed,PNR6316002640
BK0003335,TK0003335,2024-12-29,IRCTC,3623.58,34.75,3658.33,Confirmed,PNR8082714347
BK0003336,TK0003336,2023-06-29,Counter,2165.62,0,2165.62,Confirmed,PNR4828391139
BK0003337,TK0003337,2024-03-22,Counter,3439.93,0,3439.93,Confirmed,PNR2082843000
BK0003338,TK0003338,2023-12-31,Online,2075.17,27.83,2103,Confirmed,PNR9444930152
BK0003339,TK0003339,2023-01-31,IRCTC,759.37,26.18,785.55,Pending,PNR7912860567
BK0003340,TK0003340,2023-06-25,Counter,4792.55,0,4792.55,Confirmed,PNR5388778933
BK0003341,TK0003341,2023-10-03,Agent,2674.27,0,2674.27,Confirmed,PNR3555577819
BK0003342,TK0003342,2023-09-05,IRCTC,2265,47.03,2312.03,Confirmed,PNR2586797614
BK0003343,TK0003343,2023-10-25,Agent,3678.59,0,3678.59,Confirmed,PNR4971971612
BK0003344,TK0003344,2023-07-04,Online,10949.3,22.01,10971.31,Confirmed,PNR2424710873
BK0003345,TK0003345,2023-09-21,Mobile App,1258.41,14.88,1273.29,Cancelled,PNR1862297995
BK0003346,TK0003346,2023-06-17,Agent,242.44,0,242.44,Confirmed,PNR8133423613
BK0003347,TK0003347,2024-12-03,Agent,413.72,0,413.72,Confirmed,PNR7246773064
BK0003348,TK0003348,2023-08-10,Online,1306.12,20.51,1326.63,Confirmed,PNR6728920871
BK0003349,TK0003349,2023-01-26,Counter,4984.73,0,4984.73,Confirmed,PNR4071689236
BK0003350,TK0003350,2024-07-22,Mobile App,1480.68,35.95,1516.63,Pending,PNR3996305074
BK0003351,TK0003351,2024-07-28,Counter,10742.29,0,10742.29,Confirmed,PNR1898696333
BK0003352,TK0003352,2023-12-16,IRCTC,5424.89,44.83,5469.72,Pending,PNR5440166653
BK0003353,TK0003353,2023-08-16,IRCTC,350.17,27.11,377.28,Confirmed,PNR9219767262
BK0003354,TK0003354,2023-08-28,Online,10387.36,47.64,10435,Confirmed,PNR8342149149
BK0003355,TK0003355,2024-03-24,IRCTC,396.27,13.14,409.41,Pending,PNR8504443864
BK0003356,TK0003356,2024-09-17,IRCTC,972.13,30.32,1002.45,Confirmed,PNR3104835933
BK0003357,TK0003357,2023-09-25,Agent,2862.12,0,2862.12,Confirmed,PNR3557121749
BK0003358,TK0003358,2024-06-04,IRCTC,4818.05,42.62,4860.67,Confirmed,PNR4821453752
BK0003359,TK0003359,2023-11-02,Mobile App,6931.92,17.77,6949.69,Confirmed,PNR9804830240
BK0003360,TK0003360,2024-03-31,Agent,7030.1,0,7030.1,Pending,PNR9095788213
BK0003361,TK0003361,2023-04-26,Agent,1901.35,0,1901.35,Confirmed,PNR7323535803
BK0003362,TK0003362,2024-06-30,IRCTC,7799.81,40.46,7840.27,Confirmed,PNR1164329344
BK0003363,TK0003363,2024-11-05,Agent,2368.56,0,2368.56,Cancelled,PNR7883534512
BK0003364,TK0003364,2024-06-20,Agent,3877.05,0,3877.05,Confirmed,PNR3109937821
BK0003365,TK0003365,2024-03-02,Agent,417.49,0,417.49,Confirmed,PNR4390316941
BK0003366,TK0003366,2023-04-15,Agent,4081.89,0,4081.89,Confirmed,PNR8855878183
BK0003367,TK0003367,2023-09-02,Counter,1725.31,0,1725.31,Confirmed,PNR2243397209
BK0003368,TK0003368,2023-04-26,Mobile App,2193.91,28.98,2222.89,Confirmed,PNR5535710580
BK0003369,TK0003369,2023-08-21,Mobile App,4154.37,19.81,4174.18,Confirmed,PNR4133809064
BK0003370,TK0003370,2024-03-25,IRCTC,476.84,48,524.84,Confirmed,PNR1739586673
BK0003371,TK0003371,2024-03-21,Agent,694.47,0,694.47,Confirmed,PNR3861251766
BK0003372,TK0003372,2023-01-04,Counter,3904.85,0,3904.85,Cancelled,PNR1184433553
BK0003373,TK0003373,2023-07-06,Mobile App,6787.34,36,6823.34,Pending,PNR6090646871
BK0003374,TK0003374,2023-09-16,Counter,5090.42,0,5090.42,Confirmed,PNR5303461905
BK0003375,TK0003375,2024-03-31,Counter,1791.5,0,1791.5,Pending,PNR7845638483
BK0003376,TK0003376,2024-04-28,Mobile App,3410.55,15.1,3425.65,Cancelled,PNR6416906211
BK0003377,TK0003377,2024-05-02,Online,1747.31,13.81,1761.12,Cancelled,PNR1675309606
BK0003378,TK0003378,2023-01-16,Agent,3654.95,0,3654.95,Confirmed,PNR9621992376
BK0003379,TK0003379,2023-05-05,Mobile App,2470.99,46.2,2517.19,Confirmed,PNR8472973118
BK0003380,TK0003380,2023-02-06,Counter,3868.88,0,3868.88,Confirmed,PNR5598428662
BK0003381,TK0003381,2023-08-03,IRCTC,1214.66,16.55,1231.21,Cancelled,PNR2439728846
BK0003382,TK0003382,2024-09-13,Agent,225.86,0,225.86,Confirmed,PNR4107928450
BK0003383,TK0003383,2023-08-04,Online,578.77,39.71,618.48,Confirmed,PNR9414341015
BK0003384,TK0003384,2024-12-17,IRCTC,4808.17,37.24,4845.41,Confirmed,PNR1624506627
BK0003385,TK0003385,2024-08-24,Mobile App,3012.53,14.84,3027.37,Confirmed,PNR4845036455
BK0003386,TK0003386,2024-02-13,IRCTC,1312.03,23.04,1335.07,Cancelled,PNR5440935652
BK0003387,TK0003387,2023-05-16,Mobile App,3418.72,26.86,3445.58,Confirmed,PNR1737831379
BK0003388,TK0003388,2023-09-03,Counter,455.04,0,455.04,Confirmed,PNR7745796388
BK0003389,TK0003389,2023-09-19,Online,2669.89,31.78,2701.67,Confirmed,PNR7142254632
BK0003390,TK0003390,2023-08-23,Counter,1272.11,0,1272.11,Confirmed,PNR1480829160
BK0003391,TK0003391,2023-01-16,Online,7320.79,13.95,7334.74,Cancelled,PNR9064720758
BK0003392,TK0003392,2023-02-09,IRCTC,543.24,19.58,562.82,Confirmed,PNR5289254306
BK0003393,TK0003393,2024-02-29,Mobile App,9991.44,48.09,10039.53,Confirmed,PNR4617905944
BK0003394,TK0003394,2023-12-08,Agent,3219.7,0,3219.7,Confirmed,PNR1853592301
BK0003395,TK0003395,2023-10-16,Counter,4016.2,0,4016.2,Confirmed,PNR5147508051
BK0003396,TK0003396,2024-01-11,IRCTC,78.38,36,114.38,Confirmed,PNR6473825922
BK0003397,TK0003397,2023-06-11,Counter,1077.86,0,1077.86,Cancelled,PNR5521629471
BK0003398,TK0003398,2024-08-23,Online,3844.47,28.93,3873.4,Confirmed,PNR7713050607
BK0003399,TK0003399,2024-06-26,Mobile App,770.1,18.18,788.28,Confirmed,PNR9755628218
BK0003400,TK0003400,2023-02-23,IRCTC,9304.27,35.84,9340.11,Confirmed,PNR1896425525
BK0003401,TK0003401,2024-10-21,Online,503.83,19.66,523.49,Cancelled,PNR6357969877
BK0003402,TK0003402,2024-12-13,IRCTC,3394.22,41.76,3435.98,Confirmed,PNR3873101296
BK0003403,TK0003403,2024-10-31,Agent,342.81,0,342.81,Confirmed,PNR9827144319
BK0003404,TK0003404,2023-02-07,Counter,1717.84,0,1717.84,Confirmed,PNR4034977787
BK0003405,TK0003405,2023-03-21,Mobile App,594.66,16.31,610.97,Confirmed,PNR5537073350
BK0003406,TK0003406,2023-09-22,Online,1493.78,33.36,1527.14,Cancelled,PNR9025524557
BK0003407,TK0003407,2023-05-20,Online,2649.8,12.92,2662.72,Confirmed,PNR2757395921
BK0003408,TK0003408,2024-04-26,Agent,434.08,0,434.08,Confirmed,PNR6937777989
BK0003409,TK0003409,2024-08-14,Agent,1108.65,0,1108.65,Confirmed,PNR6082409187
BK0003410,TK0003410,2023-07-11,Counter,4190.91,0,4190.91,Confirmed,PNR1133751572
BK0003411,TK0003411,2024-11-13,IRCTC,453.28,48.61,501.89,Confirmed,PNR4466610708
BK0003412,TK0003412,2024-06-10,Mobile App,3264.95,22.91,3287.86,Confirmed,PNR8468314719
BK0003413,TK0003413,2024-03-06,Mobile App,505.32,10.51,515.83,Confirmed,PNR3621534106
BK0003414,TK0003414,2023-04-03,Mobile App,2727.14,27.56,2754.7,Confirmed,PNR7347132130
BK0003415,TK0003415,2023-05-04,Agent,181.54,0,181.54,Confirmed,PNR9280499272
BK0003416,TK0003416,2024-03-21,Online,441.29,40.57,481.86,Pending,PNR9749678708
BK0003417,TK0003417,2024-03-07,Counter,11689.88,0,11689.88,Confirmed,PNR6044379561
BK0003418,TK0003418,2024-05-27,Online,923.77,28.96,952.73,Confirmed,PNR2075215010
BK0003419,TK0003419,2023-11-21,Agent,681.05,0,681.05,Confirmed,PNR6760262460
BK0003420,TK0003420,2023-10-27,Counter,617.72,0,617.72,Confirmed,PNR6014464272
BK0003421,TK0003421,2024-06-13,Mobile App,6413.2,48.07,6461.27,Confirmed,PNR5365406931
BK0003422,TK0003422,2023-09-18,Counter,469.49,0,469.49,Confirmed,PNR9762050213
BK0003423,TK0003423,2024-06-20,Online,1429.05,30.6,1459.65,Confirmed,PNR3274029531
BK0003424,TK0003424,2024-01-24,Counter,4357.09,0,4357.09,Cancelled,PNR3239215246
BK0003425,TK0003425,2023-07-05,Mobile App,795.98,38.77,834.75,Confirmed,PNR4048151170
BK0003426,TK0003426,2023-04-12,Mobile App,3234.86,42.44,3277.3,Confirmed,PNR3287612244
BK0003427,TK0003427,2023-01-24,IRCTC,99.53,46.97,146.5,Cancelled,PNR8048329829
BK0003428,TK0003428,2024-03-24,Agent,2138.53,0,2138.53,Confirmed,PNR7495025789
BK0003429,TK0003429,2024-01-21,Mobile App,5097.03,12.52,5109.55,Confirmed,PNR4211269956
BK0003430,TK0003430,2023-01-17,IRCTC,281.68,12.63,294.31,Confirmed,PNR3854587389
BK0003431,TK0003431,2023-05-02,Agent,328.6,0,328.6,Confirmed,PNR7867695065
BK0003432,TK0003432,2024-03-28,Online,4937.47,47.38,4984.85,Confirmed,PNR7544741696
BK0003433,TK0003433,2023-01-18,Agent,3833.53,0,3833.53,Pending,PNR7708188913
BK0003434,TK0003434,2024-06-06,Mobile App,330.66,48.11,378.77,Confirmed,PNR1482238632
BK0003435,TK0003435,2023-12-14,Agent,527.97,0,527.97,Confirmed,PNR4531709511
BK0003436,TK0003436,2023-08-01,Online,9857.82,25.03,9882.85,Confirmed,PNR5228203143
BK0003437,TK0003437,2023-05-25,Mobile App,270.62,45,315.62,Confirmed,PNR8566392914
BK0003438,TK0003438,2023-12-27,Mobile App,15117.84,45.69,15163.53,Cancelled,PNR8999952516
BK0003439,TK0003439,2024-11-08,Online,434.58,11.58,446.16,Confirmed,PNR6374466628
BK0003440,TK0003440,2024-01-02,Online,458.37,28.48,486.85,Confirmed,PNR3247079127
BK0003441,TK0003441,2024-07-28,Agent,512.68,0,512.68,Confirmed,PNR5801990294
BK0003442,TK0003442,2023-08-01,Online,2074.43,19.5,2093.93,Confirmed,PNR9026385834
BK0003443,TK0003443,2023-12-07,Agent,4709.19,0,4709.19,Cancelled,PNR4322640512
BK0003444,TK0003444,2023-05-01,Online,8509.91,41.34,8551.25,Confirmed,PNR4939916713
BK0003445,TK0003445,2024-11-21,Mobile App,3753.19,18.57,3771.76,Confirmed,PNR1466238808
BK0003446,TK0003446,2024-07-11,Agent,15797.3,0,15797.3,Cancelled,PNR9142074738
BK0003447,TK0003447,2024-11-15,Agent,703.24,0,703.24,Confirmed,PNR7806207159
BK0003448,TK0003448,2023-03-02,IRCTC,1431.03,31.23,1462.26,Confirmed,PNR4883179521
BK0003449,TK0003449,2024-01-10,Online,3044.42,49.96,3094.38,Confirmed,PNR5126832713
BK0003450,TK0003450,2023-12-05,Online,8053.16,40.24,8093.4,Cancelled,PNR4694639172
BK0003451,TK0003451,2024-04-04,Agent,2123.26,0,2123.26,Confirmed,PNR2216845272
BK0003452,TK0003452,2024-08-21,Online,2409.19,22.66,2431.85,Confirmed,PNR5304280765
BK0003453,TK0003453,2023-03-25,IRCTC,4085.68,17.85,4103.53,Confirmed,PNR3938726258
BK0003454,TK0003454,2024-04-12,IRCTC,7859.93,14.15,7874.08,Confirmed,PNR3579531908
BK0003455,TK0003455,2024-10-22,Agent,2277.09,0,2277.09,Cancelled,PNR1863519800
BK0003456,TK0003456,2023-08-30,Counter,420.63,0,420.63,Confirmed,PNR1959949587
BK0003457,TK0003457,2024-10-25,Agent,1062.13,0,1062.13,Confirmed,PNR4927161951
BK0003458,TK0003458,2023-07-16,Mobile App,1579.15,38.28,1617.43,Confirmed,PNR3026817316
BK0003459,TK0003459,2023-08-18,Mobile App,12128.51,32.78,12161.29,Confirmed,PNR6522156391
BK0003460,TK0003460,2024-01-25,Counter,160.54,0,160.54,Confirmed,PNR7744142323
BK0003461,TK0003461,2024-06-23,IRCTC,2334.27,34.5,2368.77,Confirmed,PNR1770682584
BK0003462,TK0003462,2023-10-08,Counter,1691.43,0,1691.43,Cancelled,PNR4502161784
BK0003463,TK0003463,2023-08-30,Online,683.77,15.25,699.02,Confirmed,PNR6936064832
BK0003464,TK0003464,2024-02-15,Counter,12264.36,0,12264.36,Cancelled,PNR6155308273
BK0003465,TK0003465,2024-12-27,IRCTC,2502.35,19.79,2522.14,Confirmed,PNR5369971811
BK0003466,TK0003466,2023-01-14,Online,1121.46,47.58,1169.04,Cancelled,PNR6320318888
BK0003467,TK0003467,2023-01-09,Counter,923.5,0,923.5,Confirmed,PNR5437217681
BK0003468,TK0003468,2024-11-01,Mobile App,4030.32,17.38,4047.7,Pending,PNR4522461409
BK0003469,TK0003469,2024-06-27,Counter,3211.19,0,3211.19,Cancelled,PNR9312245042
BK0003470,TK0003470,2024-08-25,Counter,3206.42,0,3206.42,Pending,PNR7495720421
BK0003471,TK0003471,2023-08-17,Counter,4330.88,0,4330.88,Confirmed,PNR7219083335
BK0003472,TK0003472,2024-12-11,Counter,8944.87,0,8944.87,Cancelled,PNR6591313394
BK0003473,TK0003473,2024-08-08,IRCTC,2493.4,36.26,2529.66,Confirmed,PNR9809596684
BK0003474,TK0003474,2023-06-11,IRCTC,2436.5,34,2470.5,Confirmed,PNR3083726521
BK0003475,TK0003475,2023-05-29,Agent,13579.4,0,13579.4,Cancelled,PNR4942287236
BK0003476,TK0003476,2023-05-25,Agent,1047.75,0,1047.75,Confirmed,PNR1413030082
BK0003477,TK0003477,2023-09-04,Agent,9349.79,0,9349.79,Confirmed,PNR3786751494
BK0003478,TK0003478,2023-06-01,Counter,3371.3,0,3371.3,Confirmed,PNR7264241966
BK0003479,TK0003479,2023-05-22,Online,5342.4,14.57,5356.97,Confirmed,PNR7656957834
BK0003480,TK0003480,2023-09-22,Agent,3406.97,0,3406.97,Confirmed,PNR6039040211
BK0003481,TK0003481,2023-08-26,Mobile App,1250.86,27.23,1278.09,Cancelled,PNR1337404581
BK0003482,TK0003482,2023-02-04,Counter,517.6,0,517.6,Confirmed,PNR5363666136
BK0003483,TK0003483,2023-04-28,Online,404.82,22.62,427.44,Confirmed,PNR3802628297
BK0003484,TK0003484,2023-10-16,IRCTC,1734.08,24.14,1758.22,Confirmed,PNR7317349657
BK0003485,TK0003485,2023-10-24,Counter,3637.35,0,3637.35,Confirmed,PNR9168560926
BK0003486,TK0003486,2023-07-04,Agent,120.54,0,120.54,Confirmed,PNR8965620339
BK0003487,TK0003487,2024-02-11,Online,2126.97,13.81,2140.78,Confirmed,PNR8616453730
BK0003488,TK0003488,2023-11-10,IRCTC,1530.28,13.2,1543.48,Confirmed,PNR6281539845
BK0003489,TK0003489,2023-04-25,Mobile App,6073.41,24.87,6098.28,Confirmed,PNR1586219432
BK0003490,TK0003490,2023-10-14,Agent,118.96,0,118.96,Confirmed,PNR9199831070
BK0003491,TK0003491,2023-12-22,IRCTC,1515.8,39.76,1555.56,Confirmed,PNR9722611013
BK0003492,TK0003492,2023-06-10,Counter,504.4,0,504.4,Confirmed,PNR7228305224
BK0003493,TK0003493,2023-02-01,Online,7725.36,15.44,7740.8,Confirmed,PNR4929770014
BK0003494,TK0003494,2024-05-17,Counter,143.37,0,143.37,Pending,PNR1584618304
BK0003495,TK0003495,2024-09-13,Online,1547.41,21.05,1568.46,Confirmed,PNR6660601798
BK0003496,TK0003496,2024-03-07,Agent,2272.6,0,2272.6,Cancelled,PNR7056290872
BK0003497,TK0003497,2023-01-16,Online,736.61,43.32,779.93,Confirmed,PNR8148662821
BK0003498,TK0003498,2023-05-14,IRCTC,54.37,41.23,95.6,Cancelled,PNR1238882194
BK0003499,TK0003499,2023-03-29,IRCTC,365.45,22.41,387.86,Confirmed,PNR6331712083
BK0003500,TK0003500,2023-08-18,Agent,1047.65,0,1047.65,Pending,PNR2378118163
BK0003501,TK0003501,2023-09-29,IRCTC,1973.4,35.24,2008.64,Confirmed,PNR1965846521
BK0003502,TK0003502,2023-03-31,Agent,413.38,0,413.38,Cancelled,PNR6109483889
BK0003503,TK0003503,2024-06-06,Online,410.8,48.33,459.13,Confirmed,PNR2236943212
BK0003504,TK0003504,2024-01-09,Mobile App,2112.07,19.93,2132,Confirmed,PNR6835511297
BK0003505,TK0003505,2023-02-02,Agent,1853.69,0,1853.69,Confirmed,PNR9026377053
BK0003506,TK0003506,2024-11-04,Mobile App,1972.35,49.17,2021.52,Confirmed,PNR6116638138
BK0003507,TK0003507,2024-08-02,Agent,1866.97,0,1866.97,Confirmed,PNR4196651835
BK0003508,TK0003508,2024-07-03,Agent,133.35,0,133.35,Confirmed,PNR8802554106
BK0003509,TK0003509,2024-12-25,IRCTC,407.75,39.04,446.79,Confirmed,PNR7746287814
BK0003510,TK0003510,2024-04-01,Counter,8106.5,0,8106.5,Pending,PNR2823125199
BK0003511,TK0003511,2023-04-25,Online,419.06,34.84,453.9,Confirmed,PNR2435381487
BK0003512,TK0003512,2023-04-14,Mobile App,1548.86,45.88,1594.74,Confirmed,PNR2633716654
BK0003513,TK0003513,2024-11-12,Counter,2243.31,0,2243.31,Cancelled,PNR1087127533
BK0003514,TK0003514,2023-03-06,IRCTC,2631.89,31.03,2662.92,Cancelled,PNR2825669622
BK0003515,TK0003515,2023-03-15,Mobile App,2411.21,44.85,2456.06,Confirmed,PNR4254736646
BK0003516,TK0003516,2023-06-14,Mobile App,6593.83,28.29,6622.12,Confirmed,PNR8665414100
BK0003517,TK0003517,2023-11-12,Counter,8239.75,0,8239.75,Confirmed,PNR7191597160
BK0003518,TK0003518,2023-07-19,IRCTC,1785.4,48.7,1834.1,Confirmed,PNR8282427046
BK0003519,TK0003519,2023-09-30,Online,297.58,12.93,310.51,Confirmed,PNR8620735349
BK0003520,TK0003520,2023-12-23,Counter,1737.6,0,1737.6,Confirmed,PNR9547802314
BK0003521,TK0003521,2023-12-17,Mobile App,207.07,31.7,238.77,Confirmed,PNR5341322546
BK0003522,TK0003522,2024-03-04,IRCTC,3378.53,16.73,3395.26,Confirmed,PNR4627965957
BK0003523,TK0003523,2024-02-17,Mobile App,8060.81,20.94,8081.75,Confirmed,PNR4917736760
BK0003524,TK0003524,2024-12-11,Agent,1388.12,0,1388.12,Confirmed,PNR5928944205
BK0003525,TK0003525,2024-01-06,IRCTC,1051.22,36.66,1087.88,Confirmed,PNR8423537918
BK0003526,TK0003526,2023-11-25,Online,11571.88,26.97,11598.85,Confirmed,PNR1850243756
BK0003527,TK0003527,2023-12-15,Agent,7282.04,0,7282.04,Confirmed,PNR4691463536
BK0003528,TK0003528,2024-09-04,Online,1477.64,30.37,1508.01,Confirmed,PNR8306043428
BK0003529,TK0003529,2023-05-01,Online,536.2,21.73,557.93,Confirmed,PNR5715085798
BK0003530,TK0003530,2024-04-20,Agent,591.34,0,591.34,Confirmed,PNR2740218845
BK0003531,TK0003531,2023-10-18,Online,1362.64,49.98,1412.62,Confirmed,PNR2742988317
BK0003532,TK0003532,2023-05-23,IRCTC,630.93,29.39,660.32,Confirmed,PNR7593575910
BK0003533,TK0003533,2023-08-07,IRCTC,6368.42,26.8,6395.22,Confirmed,PNR1988660381
BK0003534,TK0003534,2024-11-19,Mobile App,1183.94,26.39,1210.33,Confirmed,PNR7364107529
BK0003535,TK0003535,2023-09-15,Agent,1063.38,0,1063.38,Confirmed,PNR3637525691
BK0003536,TK0003536,2024-06-18,Mobile App,8004.27,49.83,8054.1,Confirmed,PNR3701560532
BK0003537,TK0003537,2023-07-24,Agent,713.32,0,713.32,Confirmed,PNR5813700388
BK0003538,TK0003538,2024-03-07,Counter,8479.38,0,8479.38,Confirmed,PNR9440445600
BK0003539,TK0003539,2023-01-28,IRCTC,1150.53,27.05,1177.58,Cancelled,PNR2602211531
BK0003540,TK0003540,2024-07-12,Agent,2361.01,0,2361.01,Confirmed,PNR2233892432
BK0003541,TK0003541,2024-01-07,Online,746.49,38.93,785.42,Confirmed,PNR4700334355
BK0003542,TK0003542,2023-05-07,Counter,6090.81,0,6090.81,Confirmed,PNR6391811837
BK0003543,TK0003543,2023-10-31,IRCTC,5529.65,20.14,5549.79,Confirmed,PNR3210846411
BK0003544,TK0003544,2023-11-15,Agent,5745.56,0,5745.56,Pending,PNR1558412564
BK0003545,TK0003545,2024-05-16,Agent,31.77,0,31.77,Confirmed,PNR8940490028
BK0003546,TK0003546,2023-10-30,IRCTC,1921.16,13.66,1934.82,Confirmed,PNR8857673013
BK0003547,TK0003547,2023-01-24,IRCTC,861.11,48.31,909.42,Cancelled,PNR1760897374
BK0003548,TK0003548,2023-06-21,IRCTC,805.34,11.68,817.02,Confirmed,PNR9610734847
BK0003549,TK0003549,2023-02-01,Online,874.82,33.86,908.68,Confirmed,PNR6454024895
BK0003550,TK0003550,2023-06-14,Counter,604.83,0,604.83,Confirmed,PNR1733828392
BK0003551,TK0003551,2024-06-13,Online,846.96,35.76,882.72,Confirmed,PNR6262035234
BK0003552,TK0003552,2024-05-25,Online,1233.05,12.86,1245.91,Confirmed,PNR1142850386
BK0003553,TK0003553,2024-12-17,Mobile App,614.04,46.28,660.32,Confirmed,PNR8520277262
BK0003554,TK0003554,2024-12-01,IRCTC,3451.07,25.17,3476.24,Confirmed,PNR3405454097
BK0003555,TK0003555,2024-03-13,Counter,9427.23,0,9427.23,Confirmed,PNR2836702704
BK0003556,TK0003556,2024-09-20,Counter,4226.65,0,4226.65,Confirmed,PNR3611838843
BK0003557,TK0003557,2024-09-22,Mobile App,538.28,10.85,549.13,Confirmed,PNR5055582602
BK0003558,TK0003558,2023-08-21,Mobile App,2047.99,18.2,2066.19,Confirmed,PNR5301970077
BK0003559,TK0003559,2024-12-24,Mobile App,3591.21,43.56,3634.77,Confirmed,PNR6721086855
BK0003560,TK0003560,2024-05-07,Agent,5291.03,0,5291.03,Confirmed,PNR7198104985
BK0003561,TK0003561,2023-10-18,Mobile App,1753.96,36.59,1790.55,Confirmed,PNR1788137933
BK0003562,TK0003562,2024-05-26,Agent,2023.14,0,2023.14,Confirmed,PNR5735288240
BK0003563,TK0003563,2023-03-31,IRCTC,863.52,10.9,874.42,Confirmed,PNR4946830462
BK0003564,TK0003564,2024-09-25,IRCTC,703.75,49.87,753.62,Confirmed,PNR7876240720
BK0003565,TK0003565,2024-02-20,Online,4373.23,16.53,4389.76,Confirmed,PNR8425326628
BK0003566,TK0003566,2024-01-07,Mobile App,6750.29,12.67,6762.96,Confirmed,PNR3307994688
BK0003567,TK0003567,2023-01-12,Online,2913.78,32.98,2946.76,Confirmed,PNR6960341822
BK0003568,TK0003568,2023-05-25,Mobile App,873.38,11.93,885.31,Confirmed,PNR1813306721
BK0003569,TK0003569,2024-01-12,Counter,4476.83,0,4476.83,Cancelled,PNR8706679263
BK0003570,TK0003570,2023-05-29,Mobile App,4945.14,14.09,4959.23,Confirmed,PNR1734587661
BK0003571,TK0003571,2024-04-29,Online,832.46,46.11,878.57,Confirmed,PNR3186170386
BK0003572,TK0003572,2023-03-26,Online,4135.95,29.72,4165.67,Confirmed,PNR8087700149
BK0003573,TK0003573,2024-06-30,Online,753.02,28.04,781.06,Confirmed,PNR1565305737
BK0003574,TK0003574,2024-03-09,Agent,2723.08,0,2723.08,Cancelled,PNR2601636653
BK0003575,TK0003575,2023-05-12,Agent,925.46,0,925.46,Confirmed,PNR7884818676
BK0003576,TK0003576,2023-09-19,Agent,1061.3,0,1061.3,Pending,PNR9981931866
BK0003577,TK0003577,2023-12-09,IRCTC,2374.04,27.67,2401.71,Cancelled,PNR6321395482
BK0003578,TK0003578,2024-04-08,Counter,1082.89,0,1082.89,Confirmed,PNR5952803810
BK0003579,TK0003579,2024-09-06,Counter,3600.96,0,3600.96,Confirmed,PNR3518622989
BK0003580,TK0003580,2024-03-24,Counter,10055.7,0,10055.7,Confirmed,PNR1808804075
BK0003581,TK0003581,2024-12-16,Online,3923.27,10.8,3934.07,Pending,PNR4466005708
BK0003582,TK0003582,2024-02-21,Agent,1562.6,0,1562.6,Cancelled,PNR5894785591
BK0003583,TK0003583,2023-02-03,Counter,720.06,0,720.06,Confirmed,PNR6196721021
BK0003584,TK0003584,2023-09-29,Agent,818.52,0,818.52,Confirmed,PNR4642260185
BK0003585,TK0003585,2023-03-29,Counter,6244.63,0,6244.63,Confirmed,PNR4544183704
