delay_id,schedule_id,delay_reason,delay_minutes,affected_station_id,reported_date,impact_level,compensation_given,compensation_amount
DLY00643,SCH00723,Congestion,149,ST027,2024-12-28,Medium,FALSE,0
DLY00644,SCH00277,Power Failure,50,ST019,2023-03-12,Medium,FALSE,0
DLY00645,SCH00339,Technical Fault,84,ST070,2024-11-02,Low,FALSE,0
DLY00646,SCH00091,Power Failure,194,ST064,2023-07-28,Low,FALSE,0
DLY00647,SCH00969,Accident,135,ST048,2024-09-24,Medium,FALSE,0
DLY00648,SCH00449,Technical Fault,295,ST073,2023-05-02,Critical,FALSE,0
DLY00649,SCH00835,Congestion,39,ST029,2023-11-21,Medium,FALSE,0
DLY00650,SCH00877,Freight Priority,270,ST007,2023-08-25,Medium,TRUE,516.49
DLY00651,SCH00236,Track Maintenance,26,ST025,2023-05-05,Critical,FALSE,0
DLY00652,SCH00668,Flood/Landslide,200,ST008,2024-09-18,Medium,FALSE,0
DLY00653,SCH00240,Flood/Landslide,144,ST022,2023-01-26,Low,TRUE,867.98
DLY00654,SCH00883,Flood/Landslide,113,ST068,2023-09-12,Critical,TRUE,968.21
DLY00655,SCH00284,Weather,175,ST038,2023-08-14,High,FALSE,0
DLY00656,SCH00832,Weather,269,ST048,2024-11-29,Medium,FALSE,0
DLY00657,SCH00798,Weather,54,ST056,2023-11-03,Medium,FALSE,0
DLY00658,SCH00611,Flood/Landslide,236,ST008,2023-06-09,Medium,FALSE,0
DLY00659,SCH00573,Station Overcrowding,276,ST007,2023-12-08,Medium,FALSE,0
DLY00660,SCH00848,Weather,11,ST035,2024-05-19,Low,FALSE,0
DLY00661,SCH01000,Track Maintenance,129,ST057,2023-11-25,High,FALSE,0
DLY00662,SCH00060,Weather,199,ST055,2024-12-10,Low,TRUE,964.1
DLY00663,SCH00572,Signal Failure,234,ST055,2023-01-06,Low,TRUE,1574.78
DLY00664,SCH00782,Station Overcrowding,262,ST023,2023-02-22,Medium,TRUE,1636.55
DLY00665,SCH00140,Power Failure,23,ST065,2024-02-11,Medium,TRUE,521.94
DLY00666,SCH00201,Congestion,210,ST029,2024-09-15,Medium,TRUE,1547.79
DLY00667,SCH00132,Track Maintenance,299,ST016,2024-05-19,Low,TRUE,1043.29
DLY00668,SCH00528,Weather,225,ST071,2023-06-14,Medium,TRUE,1809.48
DLY00669,SCH00931,Technical Fault,247,ST012,2023-02-27,Medium,FALSE,0
DLY00670,SCH00671,Signal Failure,168,ST074,2023-04-30,Medium,TRUE,367.12
DLY00671,SCH00531,Signal Failure,215,ST071,2024-05-20,Medium,FALSE,0
DLY00672,SCH00054,Technical Fault,112,ST002,2023-01-18,Medium,FALSE,0
DLY00673,SCH00008,Freight Priority,235,ST053,2023-10-31,High,TRUE,283.47
DLY00674,SCH00788,Accident,192,ST028,2024-12-20,Medium,FALSE,0
DLY00675,SCH00310,Track Maintenance,292,ST002,2024-05-16,Medium,TRUE,1537.85
DLY00676,SCH00232,Congestion,245,ST020,2024-07-28,Low,TRUE,380.9
DLY00677,SCH00905,Signal Failure,88,ST025,2024-07-20,Medium,TRUE,776.85
DLY00678,SCH00883,Technical Fault,282,ST060,2023-08-26,Medium,TRUE,1484.4
DLY00679,SCH00016,Congestion,235,ST036,2024-07-13,Low,FALSE,0
DLY00680,SCH00102,Power Failure,34,ST011,2023-07-24,Medium,TRUE,1496.91
DLY00681,SCH00797,Flood/Landslide,188,ST005,2024-09-16,Medium,FALSE,0
DLY00682,SCH00104,Weather,89,ST044,2023-05-17,Critical,TRUE,581.17
DLY00683,SCH00525,Accident,162,ST073,2023-04-11,Medium,FALSE,0
DLY00684,SCH00813,Weather,189,ST031,2023-06-04,Critical,FALSE,0
DLY00685,SCH00724,Accident,199,ST041,2023-09-28,Low,FALSE,0
DLY00686,SCH00465,Weather,84,ST051,2024-01-20,Medium,FALSE,0
DLY00687,SCH00288,Accident,250,ST054,2023-08-10,Low,TRUE,800.3
DLY00688,SCH00965,Accident,90,ST049,2023-04-26,Critical,FALSE,0
DLY00689,SCH00004,Weather,228,ST036,2023-05-09,Critical,TRUE,1150.47
DLY00690,SCH00646,Track Maintenance,150,ST022,2024-01-03,Medium,FALSE,0
DLY00691,SCH00394,Accident,203,ST024,2023-05-25,Low,FALSE,0
DLY00692,SCH00691,Track Maintenance,259,ST056,2023-02-23,Low,TRUE,656.31
DLY00693,SCH00878,Technical Fault,245,ST021,2024-01-05,Medium,TRUE,469.82
DLY00694,SCH00051,Technical Fault,148,ST036,2023-12-25,High,FALSE,0
DLY00695,SCH00948,Power Failure,191,ST043,2024-11-08,Medium,FALSE,0
DLY00696,SCH00619,Freight Priority,70,ST021,2023-06-16,Medium,TRUE,320.81
DLY00697,SCH00967,Freight Priority,141,ST043,2023-11-03,Critical,FALSE,0
DLY00698,SCH00938,Technical Fault,164,ST015,2023-10-10,Low,FALSE,0
DLY00699,SCH00270,Station Overcrowding,233,ST032,2024-12-10,Low,TRUE,422.99
DLY00700,SCH00059,Technical Fault,98,ST061,2023-04-08,Low,TRUE,1691.74
DLY00701,SCH00732,Signal Failure,122,ST067,2024-10-14,Low,TRUE,1776.38
DLY00702,SCH00583,Signal Failure,19,ST030,2023-11-02,High,FALSE,0
DLY00703,SCH00314,Accident,155,ST072,2023-04-07,Low,TRUE,644.49
DLY00704,SCH00610,Weather,251,ST021,2023-01-31,High,FALSE,0
DLY00705,SCH00011,Signal Failure,177,ST074,2024-02-19,Low,FALSE,0
DLY00706,SCH00552,Technical Fault,24,ST005,2023-11-20,Critical,FALSE,0
DLY00707,SCH00400,Technical Fault,214,ST066,2024-10-03,Medium,TRUE,789.93
DLY00708,SCH00664,Freight Priority,288,ST060,2024-11-13,Medium,FALSE,0
DLY00709,SCH00601,Track Maintenance,99,ST074,2024-01-13,Low,TRUE,1565.43
DLY00710,SCH00024,Station Overcrowding,70,ST062,2023-06-18,Critical,FALSE,0
DLY00711,SCH00902,Accident,212,ST021,2023-12-12,Low,FALSE,0
DLY00712,SCH00619,Station Overcrowding,10,ST075,2024-06-21,Low,TRUE,336.77
DLY00713,SCH00086,Technical Fault,66,ST009,2024-02-25,Medium,FALSE,0
DLY00714,SCH00997,Track Maintenance,259,ST055,2024-01-17,Medium,TRUE,172.69
DLY00715,SCH00034,Station Overcrowding,214,ST042,2023-01-26,Low,TRUE,954.51
DLY00716,SCH00958,Technical Fault,167,ST024,2023-08-17,Medium,FALSE,0
DLY00717,SCH00907,Flood/Landslide,85,ST015,2024-10-01,Low,FALSE,0
DLY00718,SCH00235,Track Maintenance,78,ST073,2023-12-12,Low,TRUE,1957.94
DLY00719,SCH00875,Track Maintenance,141,ST045,2023-11-15,Low,FALSE,0
DLY00720,SCH00516,Flood/Landslide,267,ST041,2023-12-14,Critical,TRUE,1751.15
DLY00721,SCH00564,Track Maintenance,208,ST034,2023-01-05,Medium,FALSE,0
DLY00722,SCH00741,Technical Fault,255,ST047,2024-01-28,Low,TRUE,1044.79
DLY00723,SCH00462,Station Overcrowding,116,ST046,2024-12-10,Medium,TRUE,579.49
DLY00724,SCH00304,Station Overcrowding,287,ST053,2024-10-15,High,TRUE,578.5
DLY00725,SCH00002,Congestion,204,ST037,2023-12-04,Critical,FALSE,0
DLY00726,SCH00134,Congestion,177,ST016,2024-09-02,High,FALSE,0
DLY00727,SCH00131,Accident,259,ST052,2024-08-17,Medium,FALSE,0
DLY00728,SCH00896,Power Failure,195,ST069,2023-12-07,Low,FALSE,0
DLY00729,SCH00270,Flood/Landslide,74,ST010,2024-06-20,High,FALSE,0
DLY00730,SCH00793,Signal Failure,185,ST009,2023-02-15,Low,FALSE,0
DLY00731,SCH00385,Technical Fault,5,ST051,2024-07-25,High,FALSE,0
DLY00732,SCH00312,Station Overcrowding,12,ST075,2024-06-20,High,TRUE,148.67
DLY00733,SCH00190,Weather,7,ST030,2023-02-22,Low,TRUE,1588.93
DLY00734,SCH00822,Flood/Landslide,25,ST072,2024-09-27,Low,TRUE,1492.05
DLY00735,SCH00297,Signal Failure,104,ST025,2023-06-21,Medium,TRUE,259.21
DLY00736,SCH00349,Track Maintenance,170,ST040,2024-04-06,High,TRUE,687.54
DLY00737,SCH00498,Station Overcrowding,150,ST051,2023-04-14,Medium,TRUE,766.28
DLY00738,SCH00706,Signal Failure,44,ST007,2024-06-13,Low,TRUE,1683.57
DLY00739,SCH00022,Accident,269,ST033,2024-12-25,Medium,FALSE,0
DLY00740,SCH00484,Technical Fault,132,ST055,2024-03-12,Low,TRUE,1945.76
DLY00741,SCH00272,Signal Failure,265,ST061,2023-05-07,Medium,TRUE,615.35
DLY00742,SCH00675,Flood/Landslide,249,ST036,2023-11-19,High,FALSE,0
DLY00743,SCH00011,Accident,126,ST025,2024-09-26,Low,TRUE,1959.56
DLY00744,SCH00130,Track Maintenance,161,ST022,2023-05-21,Low,FALSE,0
DLY00745,SCH00018,Weather,91,ST038,2023-10-07,Medium,TRUE,1826.55
DLY00746,SCH00993,Freight Priority,46,ST062,2024-07-08,Low,TRUE,970.35
DLY00747,SCH00083,Power Failure,33,ST044,2023-05-27,High,TRUE,1826.68
DLY00748,SCH00545,Power Failure,260,ST029,2023-03-25,Low,TRUE,288.17
DLY00749,SCH00902,Station Overcrowding,283,ST067,2024-01-01,Low,TRUE,1669.77
DLY00750,SCH00028,Track Maintenance,42,ST049,2023-04-29,Medium,FALSE,0
DLY00751,SCH00415,Station Overcrowding,25,ST069,2023-10-13,Low,FALSE,0
DLY00752,SCH00036,Station Overcrowding,71,ST002,2023-02-03,Medium,TRUE,1878.65
DLY00753,SCH00349,Station Overcrowding,51,ST004,2023-02-16,Medium,FALSE,0
DLY00754,SCH00404,Congestion,226,ST003,2023-06-03,Medium,FALSE,0
DLY00755,SCH00425,Flood/Landslide,215,ST062,2023-02-07,Low,FALSE,0
DLY00756,SCH00944,Weather,8,ST025,2024-09-23,Critical,TRUE,1781.99
DLY00757,SCH00912,Congestion,138,ST027,2024-12-30,Critical,FALSE,0
DLY00758,SCH00694,Congestion,15,ST035,2024-09-22,High,FALSE,0
DLY00759,SCH00968,Freight Priority,56,ST007,2023-08-05,Medium,TRUE,1295.13
DLY00760,SCH00452,Freight Priority,133,ST034,2023-04-29,Low,TRUE,755.74
DLY00761,SCH00419,Signal Failure,6,ST006,2023-05-19,Low,FALSE,0
DLY00762,SCH00394,Power Failure,35,ST033,2023-01-10,High,TRUE,609.96
DLY00763,SCH00470,Track Maintenance,251,ST014,2024-05-12,Low,TRUE,396.85
DLY00764,SCH00148,Signal Failure,159,ST040,2024-08-27,Medium,FALSE,0
DLY00765,SCH00933,Power Failure,95,ST056,2023-05-19,Medium,TRUE,559.03
DLY00766,SCH00859,Power Failure,128,ST039,2023-05-31,Low,FALSE,0
DLY00767,SCH00657,Flood/Landslide,268,ST033,2024-06-02,High,TRUE,489.27
DLY00768,SCH00005,Weather,85,ST022,2024-01-22,Low,TRUE,1888.49
DLY00769,SCH00864,Congestion,256,ST018,2023-03-20,High,TRUE,422.01
DLY00770,SCH00867,Congestion,98,ST063,2024-10-03,High,FALSE,0
DLY00771,SCH00021,Station Overcrowding,118,ST050,2024-12-06,Low,FALSE,0
DLY00772,SCH00511,Power Failure,136,ST019,2024-05-29,Low,TRUE,1283.18
DLY00773,SCH00107,Station Overcrowding,183,ST071,2024-09-28,Medium,TRUE,667.18
DLY00774,SCH00622,Weather,186,ST047,2023-02-03,Medium,FALSE,0
DLY00775,SCH00048,Power Failure,26,ST034,2024-10-12,Medium,TRUE,565.27
DLY00776,SCH00389,Track Maintenance,164,ST058,2023-11-28,Medium,FALSE,0
DLY00777,SCH00088,Track Maintenance,64,ST048,2024-12-21,Critical,FALSE,0
DLY00778,SCH00840,Flood/Landslide,155,ST010,2024-09-28,Low,TRUE,1216.2
DLY00779,SCH00870,Weather,295,ST012,2023-06-29,Medium,TRUE,767.53
DLY00780,SCH00377,Accident,156,ST022,2023-08-08,Low,TRUE,517.56
DLY00781,SCH00654,Flood/Landslide,227,ST039,2024-04-19,Low,FALSE,0
DLY00782,SCH00340,Power Failure,140,ST068,2023-05-01,Critical,FALSE,0
DLY00783,SCH00144,Accident,265,ST014,2024-09-01,Low,TRUE,1573.23
DLY00784,SCH00143,Technical Fault,57,ST016,2024-01-15,High,FALSE,0
DLY00785,SCH00311,Weather,145,ST057,2023-02-19,Medium,TRUE,1827.82
DLY00786,SCH00036,Power Failure,137,ST059,2023-10-23,High,TRUE,1296.78
DLY00787,SCH00551,Weather,60,ST029,2024-03-06,Medium,FALSE,0
DLY00788,SCH00003,Weather,237,ST030,2024-07-30,High,FALSE,0
DLY00789,SCH00033,Track Maintenance,109,ST049,2023-10-08,Low,TRUE,760.63
DLY00790,SCH00426,Accident,29,ST035,2024-11-27,High,TRUE,1378.95
DLY00791,SCH00386,Track Maintenance,76,ST051,2023-07-08,Critical,FALSE,0
DLY00792,SCH00198,Freight Priority,90,ST028,2023-07-19,Critical,TRUE,871.21
DLY00793,SCH00008,Congestion,157,ST025,2024-01-05,Medium,TRUE,308.72
DLY00794,SCH00770,Flood/Landslide,231,ST042,2023-09-01,Low,FALSE,0
DLY00795,SCH00150,Flood/Landslide,194,ST012,2024-08-23,High,TRUE,361.46
DLY00796,SCH00363,Power Failure,183,ST054,2023-03-09,Medium,TRUE,1400.44
DLY00797,SCH00108,Technical Fault,246,ST058,2024-08-25,High,TRUE,1668.02
DLY00798,SCH00195,Accident,158,ST067,2024-09-24,High,TRUE,509.78
DLY00799,SCH00373,Weather,103,ST072,2024-07-02,Medium,FALSE,0
DLY00800,SCH00326,Power Failure,82,ST025,2023-05-20,High,FALSE,0
DLY00801,SCH00160,Flood/Landslide,118,ST048,2023-04-03,Critical,TRUE,1233.89
DLY00802,SCH00852,Flood/Landslide,33,ST065,2024-06-19,Low,TRUE,236.28
DLY00803,SCH00115,Technical Fault,177,ST002,2024-11-29,High,TRUE,1575.92
DLY00804,SCH00548,Accident,212,ST022,2023-08-07,High,TRUE,955.28
DLY00805,SCH00954,Track Maintenance,294,ST001,2024-11-29,Medium,TRUE,895.43
DLY00806,SCH00433,Track Maintenance,211,ST026,2023-06-16,Medium,TRUE,992.5
DLY00807,SCH00707,Weather,187,ST063,2023-03-29,Medium,TRUE,1205.62
DLY00808,SCH00629,Signal Failure,13,ST049,2023-10-08,Medium,FALSE,0
DLY00809,SCH00090,Power Failure,220,ST030,2023-03-11,High,FALSE,0
DLY00810,SCH00678,Track Maintenance,155,ST052,2023-07-02,Low,FALSE,0
DLY00811,SCH00639,Weather,238,ST068,2024-12-06,Medium,FALSE,0
DLY00812,SCH00494,Accident,29,ST063,2023-05-04,Medium,FALSE,0
DLY00813,SCH00517,Weather,196,ST002,2024-05-25,Critical,FALSE,0
DLY00814,SCH00601,Freight Priority,174,ST006,2024-08-13,Low,FALSE,0
DLY00815,SCH00566,Flood/Landslide,253,ST018,2023-02-28,Medium,TRUE,372.36
DLY00816,SCH00936,Track Maintenance,121,ST064,2023-08-25,Medium,TRUE,1037.94
DLY00817,SCH00403,Flood/Landslide,38,ST065,2023-03-24,Medium,FALSE,0
DLY00818,SCH00284,Congestion,180,ST040,2024-03-12,Medium,FALSE,0
DLY00819,SCH00213,Accident,202,ST041,2024-03-30,High,FALSE,0
DLY00820,SCH00628,Power Failure,192,ST011,2024-09-05,Medium,FALSE,0
DLY00821,SCH00520,Freight Priority,294,ST026,2024-09-01,Critical,FALSE,0
DLY00822,SCH00770,Signal Failure,131,ST062,2024-12-12,High,TRUE,305.73
DLY00823,SCH00290,Power Failure,131,ST005,2023-07-11,Low,FALSE,0
DLY00824,SCH00158,Flood/Landslide,262,ST045,2024-10-02,Medium,FALSE,0
DLY00825,SCH00563,Technical Fault,77,ST004,2024-09-07,Critical,TRUE,1386.54
DLY00826,SCH00213,Technical Fault,15,ST022,2023-09-16,Critical,FALSE,0
DLY00827,SCH00639,Signal Failure,133,ST016,2024-03-24,Low,FALSE,0
DLY00828,SCH00502,Track Maintenance,245,ST031,2023-07-16,High,FALSE,0
DLY00829,SCH00193,Power Failure,217,ST053,2024-07-24,Low,FALSE,0
DLY00830,SCH00556,Weather,236,ST060,2023-06-19,Medium,FALSE,0
DLY00831,SCH00067,Flood/Landslide,77,ST062,2023-08-30,Low,TRUE,873.45
DLY00832,SCH00321,Accident,275,ST027,2024-02-26,Medium,TRUE,1480.7
DLY00833,SCH00487,Flood/Landslide,76,ST070,2024-08-01,High,FALSE,0
DLY00834,SCH00352,Power Failure,145,ST035,2023-02-08,Medium,FALSE,0
DLY00835,SCH00814,Flood/Landslide,284,ST004,2024-02-08,Medium,TRUE,951.5
DLY00836,SCH00937,Accident,115,ST038,2023-07-30,High,FALSE,0
DLY00837,SCH00348,Congestion,66,ST032,2023-05-07,Medium,FALSE,0
DLY00838,SCH00831,Accident,47,ST029,2023-03-26,Low,FALSE,0
DLY00839,SCH00189,Flood/Landslide,183,ST049,2023-08-21,Medium,FALSE,0
DLY00840,SCH00545,Technical Fault,34,ST009,2024-07-22,Medium,TRUE,1862.23
DLY00841,SCH00691,Station Overcrowding,34,ST028,2023-08-26,High,TRUE,1029.65
DLY00842,SCH00467,Technical Fault,285,ST042,2023-10-25,High,FALSE,0
DLY00843,SCH00141,Freight Priority,30,ST025,2024-06-17,Medium,FALSE,0
DLY00844,SCH00758,Accident,241,ST006,2023-05-24,Medium,FALSE,0
DLY00845,SCH00076,Weather,171,ST002,2024-07-20,Medium,FALSE,0
DLY00846,SCH00507,Technical Fault,38,ST010,2023-03-27,Medium,FALSE,0
DLY00847,SCH00162,Track Maintenance,287,ST060,2023-05-28,Critical,FALSE,0
DLY00848,SCH00994,Track Maintenance,162,ST037,2024-04-22,Critical,FALSE,0
DLY00849,SCH00429,Congestion,126,ST058,2023-04-20,Low,TRUE,643.96
DLY00850,SCH00041,Congestion,108,ST035,2024-03-04,Medium,FALSE,0
DLY00851,SCH00855,Congestion,108,ST023,2024-12-02,High,TRUE,1215.26
DLY00852,SCH00826,Congestion,155,ST037,2023-04-27,Low,FALSE,0
DLY00853,SCH00703,Track Maintenance,187,ST040,2023-10-11,High,FALSE,0
DLY00854,SCH00786,Flood/Landslide,13,ST048,2023-05-17,Medium,FALSE,0
DLY00855,SCH00288,Congestion,133,ST052,2023-07-17,Critical,TRUE,1548.02
DLY00856,SCH00439,Track Maintenance,265,ST035,2023-06-26,High,TRUE,316.37
DLY00857,SCH00369,Accident,274,ST048,2024-07-15,High,FALSE,0
DLY00858,SCH00454,Accident,179,ST014,2023-05-30,Medium,FALSE,0
DLY00859,SCH00127,Signal Failure,52,ST040,2024-04-26,High,FALSE,0
DLY00860,SCH00084,Freight Priority,251,ST059,2024-01-30,Low,TRUE,1101.84
DLY00861,SCH00906,Signal Failure,236,ST040,2024-10-15,Low,TRUE,1032.93
DLY00862,SCH00931,Power Failure,220,ST008,2024-08-24,Medium,TRUE,732.6
DLY00863,SCH00886,Freight Priority,126,ST061,2024-03-14,Medium,FALSE,0
DLY00864,SCH00527,Weather,66,ST020,2023-06-23,Medium,FALSE,0
DLY00865,SCH00105,Freight Priority,215,ST073,2024-04-19,Low,FALSE,0
DLY00866,SCH00668,Congestion,241,ST068,2023-07-13,Medium,TRUE,469.41
DLY00867,SCH00504,Accident,247,ST051,2023-08-31,High,FALSE,0
DLY00868,SCH00836,Track Maintenance,171,ST022,2024-09-26,Medium,TRUE,1328.66
DLY00869,SCH00169,Accident,209,ST028,2024-08-24,Medium,FALSE,0
DLY00870,SCH00062,Flood/Landslide,60,ST014,2024-06-06,Medium,FALSE,0
DLY00871,SCH00842,Signal Failure,208,ST002,2024-12-16,Medium,TRUE,1840.43
DLY00872,SCH00701,Power Failure,16,ST005,2024-12-29,High,FALSE,0
DLY00873,SCH00156,Congestion,171,ST038,2023-07-01,Low,FALSE,0
DLY00874,SCH00785,Freight Priority,215,ST052,2023-06-05,Medium,FALSE,0
DLY00875,SCH00956,Station Overcrowding,192,ST032,2024-08-13,Medium,FALSE,0
DLY00876,SCH00985,Technical Fault,29,ST033,2024-05-03,Medium,TRUE,132.96
DLY00877,SCH00677,Flood/Landslide,25,ST062,2023-11-25,Low,FALSE,0
DLY00878,SCH00212,Station Overcrowding,77,ST030,2023-09-03,High,FALSE,0
DLY00879,SCH00859,Weather,286,ST058,2024-08-20,High,FALSE,0
DLY00880,SCH00162,Accident,95,ST005,2024-08-02,Low,TRUE,630.33
DLY00881,SCH00324,Power Failure,258,ST007,2024-03-29,Low,FALSE,0
DLY00882,SCH00120,Weather,153,ST036,2023-05-11,Medium,FALSE,0
DLY00883,SCH00097,Weather,155,ST008,2023-09-23,Low,FALSE,0
DLY00884,SCH00094,Track Maintenance,241,ST047,2024-10-08,Low,TRUE,1653.96
DLY00885,SCH00628,Flood/Landslide,272,ST004,2024-06-04,Low,TRUE,870.32
DLY00886,SCH00417,Station Overcrowding,25,ST031,2023-03-16,Medium,TRUE,889.63
DLY00887,SCH00553,Freight Priority,261,ST037,2024-06-11,Medium,TRUE,337.93
DLY00888,SCH00389,Freight Priority,143,ST035,2024-06-08,Medium,FALSE,0
DLY00889,SCH00258,Power Failure,225,ST017,2024-04-14,Low,TRUE,189.13
DLY00890,SCH00658,Accident,202,ST062,2023-04-27,High,TRUE,212.07
DLY00891,SCH00619,Station Overcrowding,41,ST056,2023-11-20,Medium,FALSE,0
DLY00892,SCH00363,Track Maintenance,11,ST040,2024-01-13,Low,FALSE,0
DLY00893,SCH00796,Accident,285,ST065,2024-03-24,Medium,TRUE,678.07
DLY00894,SCH00527,Freight Priority,231,ST034,2023-10-13,Medium,TRUE,1774.84
DLY00895,SCH00447,Congestion,100,ST015,2023-05-16,Medium,FALSE,0
DLY00896,SCH00503,Power Failure,10,ST014,2024-08-23,Medium,TRUE,1465.17
DLY00897,SCH00014,Flood/Landslide,289,ST024,2023-06-12,Critical,FALSE,0
DLY00898,SCH00442,Weather,102,ST022,2024-07-21,Medium,FALSE,0
DLY00899,SCH00657,Flood/Landslide,26,ST072,2024-05-23,Low,TRUE,994.02
DLY00900,SCH00424,Track Maintenance,243,ST002,2023-10-22,Low,TRUE,209.53
DLY00901,SCH00294,Power Failure,185,ST054,2023-11-13,Medium,TRUE,783.74
DLY00902,SCH00466,Technical Fault,105,ST054,2023-01-21,Medium,TRUE,1308.89
DLY00903,SCH00456,Freight Priority,103,ST058,2023-07-27,Low,TRUE,1972.11
DLY00904,SCH00895,Signal Failure,174,ST058,2023-01-10,Medium,FALSE,0
DLY00905,SCH00664,Power Failure,220,ST005,2023-09-27,Low,TRUE,1018.81
DLY00906,SCH00648,Signal Failure,271,ST007,2023-02-07,Low,TRUE,732.9
DLY00907,SCH00604,Congestion,242,ST011,2024-08-12,High,FALSE,0
DLY00908,SCH00388,Weather,279,ST033,2023-09-08,Medium,FALSE,0
DLY00909,SCH00208,Track Maintenance,199,ST069,2023-10-18,Critical,FALSE,0
DLY00910,SCH00302,Freight Priority,286,ST072,2024-02-12,Low,FALSE,0
DLY00911,SCH00052,Track Maintenance,253,ST070,2023-08-05,High,FALSE,0
DLY00912,SCH00705,Technical Fault,254,ST074,2024-02-12,Critical,FALSE,0
DLY00913,SCH00897,Weather,90,ST057,2024-11-07,Low,TRUE,1559.92
DLY00914,SCH00423,Flood/Landslide,85,ST029,2024-04-04,High,TRUE,1451.84
DLY00915,SCH00787,Track Maintenance,49,ST012,2023-12-29,High,FALSE,0
DLY00916,SCH00875,Track Maintenance,237,ST003,2024-01-28,Low,FALSE,0
DLY00917,SCH00937,Flood/Landslide,219,ST024,2024-08-17,Medium,TRUE,726.52
DLY00918,SCH00766,Accident,140,ST054,2024-10-12,High,FALSE,0
DLY00919,SCH00529,Station Overcrowding,114,ST016,2023-07-14,Medium,TRUE,1761.7
DLY00920,SCH00009,Track Maintenance,178,ST054,2023-10-06,Low,FALSE,0
DLY00921,SCH00013,Technical Fault,166,ST017,2024-10-15,High,FALSE,0
DLY00922,SCH00480,Flood/Landslide,193,ST004,2023-04-21,Low,FALSE,0
DLY00923,SCH00840,Weather,254,ST027,2024-05-04,Critical,FALSE,0
DLY00924,SCH00872,Signal Failure,80,ST039,2024-11-19,Medium,FALSE,0
DLY00925,SCH00999,Flood/Landslide,12,ST043,2023-02-25,Critical,TRUE,709.96
DLY00926,SCH00252,Power Failure,27,ST003,2024-04-25,High,TRUE,1661.91
DLY00927,SCH00585,Station Overcrowding,118,ST029,2023-04-26,Medium,TRUE,706.4
DLY00928,SCH00140,Accident,11,ST067,2024-06-27,Critical,FALSE,0
DLY00929,SCH00055,Power Failure,112,ST017,2024-09-10,Medium,TRUE,1049.35
DLY00930,SCH00607,Flood/Landslide,204,ST017,2024-10-21,Low,TRUE,793.78
DLY00931,SCH00737,Flood/Landslide,115,ST063,2024-12-29,Medium,FALSE,0
DLY00932,SCH00126,Technical Fault,201,ST070,2024-07-03,Medium,TRUE,1278.47
DLY00933,SCH00231,Signal Failure,138,ST029,2023-05-30,High,FALSE,0
DLY00934,SCH00720,Freight Priority,198,ST038,2024-10-18,Low,FALSE,0
DLY00935,SCH00880,Signal Failure,255,ST074,2024-12-02,High,TRUE,1364.3
DLY00936,SCH00219,Flood/Landslide,75,ST010,2024-10-08,Low,FALSE,0
DLY00937,SCH00364,Congestion,225,ST058,2023-06-02,Low,FALSE,0
DLY00938,SCH00835,Accident,49,ST009,2023-01-10,High,TRUE,1703.61
DLY00939,SCH00022,Signal Failure,66,ST048,2023-12-05,High,TRUE,751.12
DLY00940,SCH00892,Station Overcrowding,95,ST037,2024-01-22,High,TRUE,1467.36
DLY00941,SCH00040,Freight Priority,250,ST020,2023-05-04,Critical,TRUE,903.2
DLY00942,SCH00004,Flood/Landslide,244,ST059,2024-02-13,Low,TRUE,343.47
DLY00943,SCH00612,Flood/Landslide,61,ST057,2023-06-09,Low,FALSE,0
DLY00944,SCH00918,Freight Priority,130,ST001,2024-11-15,Low,FALSE,0
DLY00945,SCH00111,Station Overcrowding,177,ST043,2024-04-04,Critical,FALSE,0
DLY00946,SCH00087,Flood/Landslide,235,ST075,2024-12-23,Medium,TRUE,1205.23
DLY00947,SCH00300,Power Failure,245,ST010,2024-07-14,Medium,TRUE,144.63
DLY00948,SCH00921,Technical Fault,282,ST053,2023-05-22,Critical,FALSE,0
DLY00949,SCH00999,Freight Priority,121,ST010,2023-08-03,High,TRUE,1816.02
DLY00950,SCH00085,Accident,89,ST035,2023-11-28,Medium,TRUE,1736.75
DLY00951,SCH00547,Technical Fault,158,ST049,2024-09-11,Low,TRUE,222.86
DLY00952,SCH00956,Track Maintenance,198,ST028,2023-07-20,Low,FALSE,0
DLY00953,SCH00635,Power Failure,255,ST031,2024-03-13,Medium,TRUE,262.63
DLY00954,SCH00866,Track Maintenance,249,ST010,2024-01-01,High,TRUE,666.17
DLY00955,SCH00927,Congestion,88,ST056,2024-05-29,High,FALSE,0
DLY00956,SCH00513,Flood/Landslide,110,ST008,2023-06-06,Medium,TRUE,797.05
DLY00957,SCH00116,Congestion,299,ST060,2024-01-28,Critical,TRUE,197.01
DLY00958,SCH00096,Signal Failure,96,ST064,2024-03-14,Medium,FALSE,0
DLY00959,SCH00229,Track Maintenance,261,ST065,2024-09-16,Low,FALSE,0
DLY00960,SCH00272,Station Overcrowding,293,ST030,2023-07-28,Low,TRUE,1685.8
DLY00961,SCH00349,Signal Failure,219,ST004,2024-09-11,Medium,TRUE,1388.8
DLY00962,SCH00392,Power Failure,93,ST030,2023-01-28,Low,FALSE,0
DLY00963,SCH00657,Signal Failure,188,ST066,2024-02-09,Medium,FALSE,0
DLY00964,SCH00348,Power Failure,79,ST028,2023-11-02,Low,TRUE,1410.12
DLY00965,SCH00144,Accident,133,ST048,2024-03-16,Medium,TRUE,554.91
